thesite,subnum,expcode,posit,obsdate,nobs,daymax,daymin,p_979,p_201
StrawberryHill,10,3,4,15236,144,13.18,8.39,13.18,8.54
StrawberryHill,10,3,4,15237,144,15.52,7.32,14.57,7.32
StrawberryHill,10,3,4,15238,144,19.52,6.54,18.71,6.54
StrawberryHill,10,3,4,15239,144,24.7,6.38,22.82,6.38
StrawberryHill,10,3,4,15240,144,23.49,7.78,22.32,7.78
StrawberryHill,10,3,4,15241,144,16.79,8.54,16.47,8.7
StrawberryHill,10,3,4,15242,144,11.48,9.16,11.33,9.31
StrawberryHill,10,3,4,15243,144,12.11,9.78,11.95,9.78
StrawberryHill,10,3,4,15244,144,13.18,10.09,13.18,10.09
StrawberryHill,10,3,4,15245,144,12.88,8.08,12.41,8.24
StrawberryHill,10,3,4,15246,144,19.2,7.78,18.55,7.78
StrawberryHill,10,3,4,15247,144,17.43,8.39,17.43,8.39
StrawberryHill,10,3,4,15248,144,13.95,7.93,13.64,7.93
StrawberryHill,10,3,4,15249,144,14.73,8.24,14.42,8.24
StrawberryHill,10,3,4,15250,144,13.49,8.7,13.34,8.86
StrawberryHill,10,3,4,15251,144,12.11,7.16,11.95,7.16
StrawberryHill,10,3,4,15252,144,13.64,6.85,12.26,6.85
StrawberryHill,10,3,4,15253,144,13.8,9.93,12.57,9.93
StrawberryHill,10,3,4,15254,144,16.31,6.85,15.84,7.01
StrawberryHill,10,3,4,15255,144,11.33,7.01,11.17,7.01
StrawberryHill,10,3,4,15256,144,12.57,7.01,11.95,7.16
StrawberryHill,10,3,4,15257,144,12.88,6.85,12.57,6.85
StrawberryHill,10,3,4,15258,144,11.17,7.32,11.17,7.47
StrawberryHill,10,3,4,15259,144,16.47,8.24,15.36,8.54
StrawberryHill,10,3,4,15260,144,13.34,7.01,13.18,7.16
StrawberryHill,10,3,4,15261,144,14.89,8.86,14.57,9.01
StrawberryHill,10,3,4,15262,144,15.52,10.4,14.57,10.4
StrawberryHill,10,3,4,15263,144,15.99,8.08,15.36,8.08
StrawberryHill,10,3,4,15264,144,12.26,7.62,12.26,7.78
StrawberryHill,10,3,4,15265,144,10.87,6.23,10.71,6.23
StrawberryHill,10,3,4,15266,144,10.24,6.23,10.24,6.38
StrawberryHill,10,3,4,15267,144,10.87,6.85,10.87,6.85
StrawberryHill,10,3,4,15268,144,10.09,6.07,9.93,6.23
StrawberryHill,10,3,4,15269,144,10.87,5.76,10.87,5.92
StrawberryHill,10,3,4,15270,144,11.48,8.54,11.33,8.86
StrawberryHill,10,3,4,15271,144,10.56,7.93,10.4,8.08
StrawberryHill,10,3,4,15272,144,12.41,7.62,12.11,7.78
StrawberryHill,10,3,4,15273,144,19.36,9.16,19.04,9.31
StrawberryHill,10,3,4,15274,144,14.26,7.78,14.11,7.93
StrawberryHill,10,3,4,15275,144,11.17,8.54,11.17,8.7
StrawberryHill,10,3,4,15276,144,15.04,3.73,14.57,3.73
StrawberryHill,10,3,4,15277,144,11.48,6.38,11.48,6.38
StrawberryHill,10,3,4,15278,144,12.11,9.93,12.11,9.93
StrawberryHill,10,3,4,15279,144,11.33,10.24,11.33,10.4
StrawberryHill,10,3,4,15280,144,11.79,10.56,11.79,10.56
StrawberryHill,10,3,4,15281,144,11.79,9.31,11.64,9.47
StrawberryHill,10,3,4,15282,144,10.87,9.93,10.87,9.93
StrawberryHill,10,3,4,15283,144,11.79,10.24,11.64,10.24
StrawberryHill,10,3,4,15284,144,11.17,6.23,11.17,6.23
StrawberryHill,10,3,4,15285,144,10.87,5.92,10.87,5.92
StrawberryHill,10,3,4,15286,144,14.73,5.45,13.64,5.45
StrawberryHill,10,3,4,15287,144,12.57,4.67,12.11,4.67
StrawberryHill,10,3,4,15288,144,11.95,5.61,11.64,5.61
StrawberryHill,10,3,4,15289,144,15.04,7.78,14.42,7.93
StrawberryHill,10,3,4,15290,144,14.89,9.78,14.57,9.78
StrawberryHill,10,3,4,15291,144,12.72,10.4,12.41,10.56
StrawberryHill,10,3,4,15292,144,12.88,10.09,12.72,10.09
COP,4,3,1,14988,144,14.63,9.14,14.63,9.14
COP,4,3,1,14989,144,14.63,7.98,14.63,7.98
COP,4,3,1,14990,144,14.05,6.82,14.05,7.11
COP,4,3,1,14991,144,14.34,6.53,14.34,6.82
COP,4,3,1,14992,144,17.88,9.43,17.28,9.72
COP,4,3,1,14993,144,17.58,11.16,17.58,11.73
COP,4,3,1,14994,144,19.67,12.89,19.07,12.89
COP,4,3,1,14995,144,20.28,13.47,20.28,13.76
COP,4,3,1,14996,144,17.58,13.47,17.28,13.47
COP,4,3,1,14997,144,16.68,12.6,16.39,12.89
COP,4,3,1,14998,144,17.58,12.31,17.28,12.6
COP,4,3,1,14999,144,14.05,10.29,14.05,10.29
COP,4,3,1,15000,144,13.47,10,13.47,10.29
COP,4,3,1,15001,144,12.6,9.43,12.6,9.43
COP,4,3,1,15002,144,12.6,7.98,12.6,8.27
COP,4,3,1,15003,144,13.18,8.56,12.89,8.56
COP,4,3,1,15004,144,13.47,8.27,13.47,8.27
COP,4,3,1,15005,144,13.47,7.98,13.47,7.98
COP,4,3,1,15006,144,14.05,8.27,13.76,8.56
COP,4,3,1,15007,144,14.63,9.43,14.34,9.43
COP,4,3,1,15008,144,20.28,11.73,19.67,11.73
COP,4,3,1,15009,144,20.28,12.89,19.97,12.89
COP,4,3,1,15010,144,20.58,12.89,20.58,12.89
COP,4,3,1,15011,144,22.13,12.89,21.5,12.89
COP,4,3,1,15012,144,16.39,11.44,16.09,11.73
COP,4,3,1,15013,144,13.76,9.14,13.47,9.43
COP,4,3,1,15014,144,15.51,7.4,15.21,7.69
COP,4,3,1,15015,144,12.31,7.4,12.02,7.4
COP,4,3,1,15016,144,12.31,7.98,12.31,7.98
COP,4,3,1,15017,144,12.02,9.43,12.02,9.72
COP,4,3,1,15018,144,12.6,9.72,12.6,10
COP,4,3,1,15019,144,12.31,10.29,12.31,10.29
COP,4,3,1,15020,144,12.89,9.72,12.89,10
COP,4,3,1,15021,144,18.47,10.58,18.17,10.58
COP,4,3,1,15022,144,20.89,11.73,20.89,11.73
COP,4,3,1,15023,144,20.28,12.31,19.97,12.31
COP,4,3,1,15024,144,16.98,12.89,16.68,12.89
COP,4,3,1,15025,144,17.28,11.73,17.28,12.02
COP,4,3,1,15026,144,16.98,12.6,16.68,12.6
COP,4,3,1,15027,144,17.28,12.31,17.28,12.31
COP,4,3,1,15028,144,15.8,10.87,15.51,10.87
COP,4,3,1,15029,144,14.63,10.87,14.34,11.16
COP,4,3,1,15030,144,12.6,9.72,12.6,9.72
COP,4,3,1,15031,144,12.89,11.44,12.89,11.73
COP,4,3,1,15032,144,12.89,11.73,12.89,11.73
COP,4,3,1,15033,144,13.47,12.02,13.47,12.02
COP,4,3,1,15034,144,13.18,12.31,13.18,12.31
COP,4,3,1,15035,144,14.05,10.87,14.05,11.16
COP,4,3,1,15036,144,17.28,12.6,16.68,12.6
COP,4,3,1,15037,144,17.28,12.6,16.98,12.6
COP,4,3,1,15038,144,13.47,11.44,13.18,11.44
COP,4,3,1,15039,144,13.18,12.31,12.89,12.6
COP,4,3,1,15040,144,16.68,12.89,16.68,12.89
COP,4,3,1,15041,144,18.17,12.89,17.88,12.89
COP,4,3,1,15042,144,17.28,12.02,16.98,12.02
COP,4,3,1,15043,144,15.8,10.87,15.51,10.87
COP,4,3,1,15044,144,15.21,10.58,15.21,10.58
COP,4,3,1,15045,144,14.63,8.27,14.05,8.27
COP,4,3,1,15046,144,14.34,9.43,14.34,9.43
COP,4,3,1,15047,144,14.63,9.43,14.63,9.72
COP,4,3,1,15048,144,15.8,10.29,15.21,10.58
COP,4,3,1,15049,144,19.37,12.31,18.77,12.31
COP,4,3,1,15050,144,19.37,12.89,19.37,12.89
COP,4,3,1,15051,144,25.31,12.6,24.66,12.6
COP,4,3,1,15052,144,24.98,12.89,24.66,12.89
COP,4,3,1,15053,144,21.19,13.76,20.89,13.76
COP,4,3,1,15054,144,22.75,13.76,22.13,13.76
COP,4,3,1,15055,144,18.17,13.18,17.58,13.47
COP,4,3,1,15056,144,19.67,12.89,19.37,12.89
COP,4,3,1,15057,144,18.47,11.44,17.88,11.44
COP,4,3,1,15058,144,22.13,12.02,21.81,12.02
COP,4,3,1,15059,144,19.67,12.6,19.37,12.6
COP,4,3,1,15060,144,15.8,11.73,15.8,11.73
COP,4,3,1,15061,144,16.68,10.58,16.68,10.87
COP,4,3,1,15062,144,16.68,12.31,16.68,12.31
COP,4,3,1,15063,144,16.39,12.31,16.39,12.31
COP,4,3,1,15064,144,18.77,12.6,18.47,12.6
COP,4,3,1,15065,144,19.67,13.47,19.37,13.47
COP,4,3,1,15066,144,19.67,13.47,19.37,13.47
COP,4,3,1,15067,144,21.81,12.6,21.5,12.89
COP,4,3,1,15068,144,23.7,12.6,23.07,12.6
COP,4,3,1,15069,144,24.02,12.31,23.38,12.31
COP,4,3,1,15070,144,19.97,10,19.37,10
COP,4,3,1,15071,144,16.98,9.14,15.8,9.14
COP,4,3,1,15072,144,16.09,11.16,15.51,11.44
COP,4,3,1,15073,144,14.63,5.96,14.63,6.24
COP,4,3,1,15074,144,13.47,6.24,13.47,6.53
COP,4,3,1,15075,144,13.76,8.56,12.89,8.56
COP,4,3,1,15076,144,15.51,8.27,15.21,8.27
COP,4,3,1,15077,144,19.37,8.27,18.77,8.56
COP,4,3,1,15078,144,22.13,8.85,21.81,8.85
COP,4,3,1,15079,144,23.7,10.87,23.38,11.16
COP,4,3,1,15080,144,24.02,12.02,23.7,12.02
COP,4,3,1,15081,144,22.75,12.31,22.44,12.31
COP,4,3,1,15082,144,24.34,12.6,24.02,12.6
COP,4,3,1,15083,144,21.19,13.18,20.58,13.18
COP,4,3,1,15084,144,20.28,12.02,19.67,12.02
COP,4,3,1,15085,144,18.77,9.72,18.47,10
COP,4,3,1,15086,144,14.05,8.56,13.47,8.85
COP,4,3,1,15087,144,21.19,7.98,20.89,8.27
COP,4,3,1,15088,144,19.37,8.85,19.37,8.85
COP,4,3,1,15089,144,18.77,10,18.77,10
COP,4,3,1,15090,144,17.88,10.87,17.28,11.16
COP,4,3,1,15091,144,13.76,11.16,13.76,11.16
COP,4,3,1,15092,144,15.8,11.73,15.21,11.73
COP,4,3,1,15093,144,16.98,10.87,16.39,10.87
COP,4,3,1,15094,144,22.75,12.6,22.13,12.89
COP,4,3,1,15095,144,24.02,12.89,24.02,12.89
COP,4,3,1,15096,144,23.7,12.89,23.07,12.89
COP,4,3,1,15097,144,21.19,13.76,20.89,13.76
COP,4,3,1,15098,144,21.19,13.47,21.19,13.76
COP,4,3,1,15099,144,22.13,10.87,22.13,11.16
COP,4,3,1,15100,144,24.02,11.73,24.02,11.73
COP,4,3,1,15101,144,20.89,11.44,20.89,11.73
COP,4,3,1,15102,144,18.47,12.6,18.47,12.6
COP,4,3,1,15103,144,17.88,13.47,17.88,13.47
COP,4,3,1,15104,144,17.88,14.34,17.28,14.63
COP,4,3,1,15105,144,16.39,14.63,16.39,14.63
COP,4,3,1,15106,144,16.39,14.34,16.39,14.63
COP,4,3,1,15107,144,17.28,14.34,16.68,14.34
COP,4,3,1,15108,144,18.47,14.05,18.17,14.34
COP,4,3,1,15109,144,25.31,14.05,24.98,14.05
COP,4,3,1,15110,144,21.81,15.21,21.5,15.21
COP,4,3,1,15111,144,20.89,15.51,20.58,15.51
COP,4,3,1,15112,144,21.81,15.8,21.5,15.8
COP,4,3,1,15113,144,20.58,15.8,20.28,15.8
COP,4,3,1,15114,144,20.28,15.21,19.97,15.21
COP,4,3,1,15115,144,19.37,14.63,19.37,14.63
COP,4,3,1,15116,144,17.88,14.63,17.88,14.63
COP,4,3,1,15117,144,17.88,15.21,17.88,15.21
COP,4,3,1,15118,144,19.07,15.21,18.77,15.21
COP,4,3,1,15119,144,18.17,15.8,18.17,15.8
COP,4,3,1,15120,144,18.47,16.09,18.17,16.39
COP,4,3,1,15121,144,18.47,16.09,18.17,16.09
COP,4,3,1,15122,144,18.47,15.8,18.17,15.8
COP,4,3,1,15123,144,26.28,14.92,25.63,15.21
COP,4,3,1,15124,144,26.28,16.09,25.96,16.09
COP,4,3,1,15125,144,27.27,16.39,26.94,16.39
COP,4,3,1,15126,144,23.7,16.68,23.7,16.98
COP,4,3,1,15127,144,21.81,16.39,21.81,16.39
COP,4,3,1,15128,144,23.07,15.21,22.75,16.09
COP,4,3,1,15129,144,19.37,11.73,19.07,11.73
COP,4,3,1,15130,144,19.37,12.31,19.37,12.31
COP,4,3,1,15131,144,19.67,13.47,19.37,13.47
COP,4,3,1,15132,144,19.37,14.05,19.37,14.34
COP,4,3,1,15133,144,18.77,16.39,18.77,16.39
COP,4,3,1,15134,144,19.07,16.39,19.07,16.39
COP,4,3,1,15135,144,20.28,16.09,19.97,16.09
COP,4,3,1,15136,144,24.66,14.63,24.34,14.92
COP,4,3,1,15137,144,24.98,15.8,24.34,16.09
COP,4,3,1,15138,144,22.75,18.17,22.44,18.17
COP,4,3,1,15139,144,24.02,18.17,24.02,18.47
COP,4,3,1,15140,144,26.94,18.17,26.94,18.17
COP,4,3,1,15141,144,25.96,17.28,24.98,17.28
COP,4,3,1,15142,144,27.61,16.98,27.27,16.98
COP,4,3,1,15143,144,23.38,16.68,23.07,16.68
COP,4,3,1,15144,144,21.19,16.09,20.58,16.09
COP,4,3,1,15145,144,20.58,16.39,20.58,16.39
COP,4,3,1,15146,144,20.89,16.68,20.58,16.68
COP,4,3,1,15147,144,20.89,16.98,20.58,16.98
COP,4,3,1,15148,144,23.07,17.28,22.44,17.28
COP,4,3,1,15149,144,20.58,16.98,20.28,16.98
COP,4,3,1,15150,144,24.34,16.39,23.38,16.39
COP,4,3,1,15151,144,24.98,15.8,24.02,16.09
COP,4,3,1,15152,144,24.34,17.28,23.38,17.28
COP,4,3,1,15153,144,24.98,16.68,24.66,16.68
COP,4,3,1,15154,144,26.28,15.21,25.96,15.21
COP,4,3,1,15155,144,24.66,15.51,24.66,15.51
COP,4,3,1,15156,144,23.38,16.39,22.75,16.39
COP,4,3,1,15157,144,19.67,15.8,19.37,15.8
COP,4,3,1,15158,144,19.67,15.8,19.67,15.8
COP,4,3,1,15159,144,20.58,16.39,20.58,16.39
COP,4,3,1,15160,144,19.67,17.88,19.37,17.88
COP,4,3,1,15161,144,19.67,16.39,19.37,16.39
COP,4,3,1,15162,144,18.77,16.98,18.77,16.98
COP,4,3,1,15163,144,20.58,17.58,20.58,17.58
COP,4,3,1,15164,144,20.58,16.98,20.58,16.98
COP,4,3,1,15165,144,21.19,15.8,20.89,15.8
COP,4,3,1,15166,144,22.13,15.8,21.5,15.8
COP,4,3,1,15167,144,22.75,14.63,21.5,14.63
COP,4,3,1,15168,144,23.7,15.51,23.07,15.51
COP,4,3,1,15169,144,23.7,15.8,23.38,15.8
COP,4,3,1,15170,144,19.07,15.8,18.77,15.8
COP,4,3,1,15171,144,18.17,14.92,18.17,15.21
COP,4,3,1,15172,144,17.88,13.76,17.88,14.05
COP,4,3,1,15173,144,18.17,14.05,18.17,14.05
COP,5,3,2,14988,144,14.65,8.29,14.65,8.58
COP,5,3,2,14989,144,14.36,7.42,14.36,7.71
COP,5,3,2,14990,144,14.07,5.97,14.07,6.55
COP,5,3,2,14991,144,14.07,5.68,14.07,5.68
COP,5,3,2,14992,144,18.19,8.58,17.6,8.87
COP,5,3,2,14993,144,19.09,10.88,18.79,11.46
COP,5,3,2,14994,144,20.61,12.62,20.3,12.91
COP,5,3,2,14995,144,22.78,13.48,22.15,13.48
COP,5,3,2,14996,144,20.61,13.19,20.3,13.19
COP,5,3,2,14997,144,17.6,12.04,17.6,12.33
COP,5,3,2,14998,144,19.69,11.75,18.79,12.04
COP,5,3,2,14999,144,14.94,9.73,14.36,10.02
COP,5,3,2,15000,144,14.94,9.73,14.94,10.02
COP,5,3,2,15001,144,12.62,9.16,12.62,9.44
COP,5,3,2,15002,144,12.62,7.71,12.62,7.71
COP,5,3,2,15003,144,13.48,7.71,13.19,8
COP,5,3,2,15004,144,13.48,7.42,13.48,7.71
COP,5,3,2,15005,144,13.48,7.13,13.19,7.13
COP,5,3,2,15006,144,14.07,7.42,13.78,7.71
COP,5,3,2,15007,144,16.71,8.58,16.71,8.58
COP,5,3,2,15008,144,22.78,11.46,21.84,11.46
COP,5,3,2,15009,144,22.78,12.62,22.47,12.62
COP,5,3,2,15010,144,22.78,12.91,22.78,12.91
COP,5,3,2,15011,144,25.01,12.91,24.05,12.91
COP,5,3,2,15012,144,17.9,10.88,17.6,11.46
COP,5,3,2,15013,144,16.12,8.58,15.82,8.87
COP,5,3,2,15014,144,19.99,6.26,19.69,6.84
COP,5,3,2,15015,144,12.91,6.26,12.33,6.55
COP,5,3,2,15016,144,15.23,6.84,14.65,7.13
COP,5,3,2,15017,144,11.75,8.87,11.75,9.16
COP,5,3,2,15018,144,12.33,8.87,12.33,8.87
COP,5,3,2,15019,144,12.04,10.31,12.04,10.31
COP,5,3,2,15020,144,14.07,9.44,13.78,9.73
COP,5,3,2,15021,144,21.22,10.02,20.91,10.31
COP,5,3,2,15022,144,24.37,11.75,23.73,12.04
COP,5,3,2,15023,144,22.47,12.33,21.84,12.33
COP,5,3,2,15024,144,19.09,12.62,18.49,12.62
COP,5,3,2,15025,144,21.22,12.04,19.99,12.33
COP,5,3,2,15026,144,20.91,12.33,19.69,12.33
COP,5,3,2,15027,144,19.39,12.33,18.79,12.33
COP,5,3,2,15028,144,17.6,10.31,17.3,10.88
COP,5,3,2,15029,144,17.01,10.02,16.41,10.59
COP,5,3,2,15030,144,12.33,9.44,12.33,9.44
COP,5,3,2,15031,144,12.91,11.17,12.91,11.46
COP,5,3,2,15032,144,13.19,11.46,12.91,11.75
COP,5,3,2,15033,144,13.48,12.04,13.48,12.04
COP,5,3,2,15034,144,13.19,12.04,13.19,12.04
COP,5,3,2,15035,144,14.07,10.02,13.78,10.31
COP,5,3,2,15036,144,18.19,12.33,17.9,12.33
COP,5,3,2,15037,144,20.91,12.62,20.3,12.62
COP,5,3,2,15038,144,13.19,11.46,13.19,11.46
COP,5,3,2,15039,144,14.36,12.62,13.78,12.91
COP,5,3,2,15040,144,20.91,12.62,19.99,12.62
COP,5,3,2,15041,144,20.61,12.62,20.3,12.62
COP,5,3,2,15042,144,17.6,11.46,17.3,11.75
COP,5,3,2,15043,144,17.3,10.02,16.41,10.02
COP,5,3,2,15044,144,17.6,10.02,17.3,10.02
COP,5,3,2,15045,144,14.65,7.42,14.07,7.71
COP,5,3,2,15046,144,16.71,8.87,16.41,8.87
COP,5,3,2,15047,144,14.65,8.58,14.65,8.87
COP,5,3,2,15048,144,15.82,9.73,15.23,9.73
COP,5,3,2,15049,144,19.99,12.04,19.69,12.04
COP,5,3,2,15050,144,18.79,12.04,18.79,12.04
COP,5,3,2,15051,144,26.97,12.62,26.64,12.62
COP,5,3,2,15052,144,27.31,12.91,27.31,12.91
COP,5,3,2,15053,144,23.09,13.48,22.78,13.48
COP,5,3,2,15054,144,23.73,13.48,22.47,13.48
COP,5,3,2,15055,144,18.19,13.19,17.9,13.19
COP,5,3,2,15056,144,19.69,12.62,19.39,12.62
COP,5,3,2,15057,144,19.09,10.88,18.19,10.88
COP,5,3,2,15058,144,28.65,11.46,28.31,11.46
COP,5,3,2,15059,144,26.31,12.04,25.99,12.04
COP,5,3,2,15060,144,17.01,10.59,17.01,10.59
COP,5,3,2,15061,144,19.09,9.73,18.49,9.73
COP,5,3,2,15062,144,17.01,11.75,17.01,11.75
COP,5,3,2,15063,144,15.82,11.46,15.82,11.46
COP,5,3,2,15064,144,19.09,11.75,18.79,11.75
COP,5,3,2,15065,144,19.69,13.48,19.39,13.48
COP,5,3,2,15066,144,20.3,13.19,19.69,13.19
COP,5,3,2,15067,144,24.69,12.62,24.05,12.62
COP,5,3,2,15068,144,26.64,12.33,25.66,12.33
COP,5,3,2,15069,144,26.64,12.04,25.66,12.04
COP,5,3,2,15070,144,22.78,8.87,21.53,8.87
COP,5,3,2,15071,144,18.49,8,17.01,8.29
COP,5,3,2,15072,144,18.49,10.59,17.3,10.59
COP,5,3,2,15073,144,17.6,5.11,17.3,5.11
COP,5,3,2,15074,144,14.94,5.11,14.07,5.39
COP,5,3,2,15075,144,13.48,7.71,13.19,8
COP,5,3,2,15076,144,15.53,7.42,15.23,7.71
COP,5,3,2,15077,144,17.6,7.13,17.3,7.13
COP,5,3,2,15078,144,22.15,8,21.53,8
COP,5,3,2,15079,144,26.31,9.73,25.66,10.02
COP,5,3,2,15080,144,26.64,11.75,26.31,11.75
COP,5,3,2,15081,144,25.99,12.04,25.33,12.04
COP,5,3,2,15082,144,28.31,12.33,28.31,12.33
COP,5,3,2,15083,144,21.53,12.91,20.91,12.91
COP,5,3,2,15084,144,23.41,11.75,21.53,11.75
COP,5,3,2,15085,144,20.91,8.87,19.99,9.44
COP,5,3,2,15086,144,17.9,8,17.6,8
COP,5,3,2,15087,144,27.31,7.13,26.97,7.13
COP,5,3,2,15088,144,25.33,7.71,25.01,8
COP,5,3,2,15089,144,25.01,9.16,24.37,9.44
COP,5,3,2,15090,144,15.23,10.02,14.94,10.31
COP,5,3,2,15091,144,15.23,10.88,14.36,10.88
COP,5,3,2,15092,144,16.41,11.46,15.23,11.46
COP,5,3,2,15093,144,17.6,10.02,17.3,10.31
COP,5,3,2,15094,144,25.33,12.62,25.01,12.62
COP,5,3,2,15095,144,26.64,12.62,26.31,12.62
COP,5,3,2,15096,144,26.64,12.62,26.31,12.62
COP,5,3,2,15097,144,27.97,13.48,27.64,13.48
COP,5,3,2,15098,144,26.64,12.91,26.31,13.48
COP,5,3,2,15099,144,27.64,9.73,27.64,10.02
COP,5,3,2,15100,144,29.33,10.59,28.99,10.59
COP,5,3,2,15101,144,26.31,10.59,26.31,10.88
COP,5,3,2,15102,144,23.09,11.75,22.47,11.75
COP,5,3,2,15103,144,19.39,12.62,19.09,12.91
COP,5,3,2,15104,144,18.79,13.78,17.9,13.78
COP,5,3,2,15105,144,16.41,14.36,16.41,14.36
COP,5,3,2,15106,144,17.01,14.07,16.71,14.07
COP,5,3,2,15107,144,17.6,13.48,17.01,13.48
COP,5,3,2,15108,144,19.39,13.78,18.49,13.78
COP,5,3,2,15109,144,26.64,13.78,25.99,13.78
COP,5,3,2,15110,144,24.37,14.94,24.05,14.94
COP,5,3,2,15111,144,23.41,15.23,23.09,15.53
COP,5,3,2,15112,144,22.47,15.82,22.15,15.82
COP,5,3,2,15113,144,21.53,15.53,21.53,15.53
COP,5,3,2,15114,144,21.22,14.65,20.61,14.65
COP,5,3,2,15115,144,19.99,13.78,19.99,14.36
COP,5,3,2,15116,144,17.6,14.36,17.6,14.36
COP,5,3,2,15117,144,18.49,14.65,17.9,14.65
COP,5,3,2,15118,144,19.09,14.65,19.09,14.65
COP,5,3,2,15119,144,18.19,15.82,18.19,15.82
COP,5,3,2,15120,144,18.79,15.82,18.49,15.82
COP,5,3,2,15121,144,18.19,15.82,18.19,15.82
COP,5,3,2,15122,144,18.49,15.23,18.19,15.23
COP,5,3,2,15123,144,27.64,14.36,26.64,14.36
COP,5,3,2,15124,144,26.64,15.53,26.31,15.53
COP,5,3,2,15125,144,28.99,16.41,28.65,16.41
COP,5,3,2,15126,144,25.33,16.41,25.01,16.71
COP,5,3,2,15127,144,23.41,16.12,23.09,16.12
COP,5,3,2,15128,144,24.69,14.65,24.05,15.82
COP,5,3,2,15129,144,19.99,10.88,19.69,10.88
COP,5,3,2,15130,144,19.69,11.46,19.69,11.46
COP,5,3,2,15131,144,19.69,12.62,19.39,12.62
COP,5,3,2,15132,144,19.39,13.48,19.39,13.48
COP,5,3,2,15133,144,18.49,16.41,18.49,16.41
COP,5,3,2,15134,144,18.79,16.12,18.79,16.41
COP,5,3,2,15135,144,21.84,15.82,20.91,15.82
COP,5,3,2,15136,144,23.73,14.07,23.41,14.07
COP,5,3,2,15137,144,24.69,14.94,24.37,14.94
COP,5,3,2,15138,144,25.99,17.01,25.01,17.3
COP,5,3,2,15139,144,25.01,18.19,24.37,18.19
COP,5,3,2,15140,144,28.65,17.9,28.31,17.9
COP,5,3,2,15141,144,31.44,17.01,30.73,17.3
COP,5,3,2,15142,144,31.44,16.41,30.73,16.41
COP,5,3,2,15143,144,25.01,16.12,24.37,16.12
COP,5,3,2,15144,144,21.53,15.82,21.22,15.82
COP,5,3,2,15145,144,20.61,15.53,20.61,15.53
COP,5,3,2,15146,144,20.91,15.82,20.91,15.82
COP,5,3,2,15147,144,20.91,16.41,20.61,16.41
COP,5,3,2,15148,144,20.91,16.41,20.61,16.41
COP,5,3,2,15149,144,20.61,16.41,20.3,16.41
COP,5,3,2,15150,144,24.05,15.82,23.09,15.82
COP,5,3,2,15151,144,26.31,14.94,24.37,14.94
COP,5,3,2,15152,144,28.31,16.71,27.64,16.71
COP,5,3,2,15153,144,25.01,16.41,24.69,16.41
COP,5,3,2,15154,144,28.65,14.94,27.64,14.94
COP,5,3,2,15155,144,26.31,15.23,25.99,15.23
COP,5,3,2,15156,144,23.41,15.82,22.78,15.82
COP,5,3,2,15157,144,19.69,15.23,19.69,15.23
COP,5,3,2,15158,144,19.39,14.94,19.39,14.94
COP,5,3,2,15159,144,20.3,15.53,20.3,15.53
COP,5,3,2,15160,144,19.69,17.3,19.39,17.3
COP,5,3,2,15161,144,19.39,15.53,19.39,15.53
COP,5,3,2,15162,144,18.49,16.41,18.49,16.41
COP,5,3,2,15163,144,20.61,17.01,20.61,17.01
COP,5,3,2,15164,144,20.61,16.41,20.61,16.41
COP,5,3,2,15165,144,21.53,15.23,20.61,15.23
COP,5,3,2,15166,144,22.15,15.23,21.84,15.23
COP,5,3,2,15167,144,23.09,13.78,20.91,14.07
COP,5,3,2,15168,144,24.05,14.65,23.09,14.94
COP,5,3,2,15169,144,23.41,15.53,23.09,15.53
COP,5,3,2,15170,144,18.49,14.94,18.19,15.53
COP,5,3,2,15171,144,18.19,14.07,18.19,14.36
COP,5,3,2,15172,144,17.9,13.19,17.9,13.19
COP,5,3,2,15173,144,18.19,13.48,18.19,13.48
COP,5,3,2,15174,144,18.79,13.19,18.79,13.19
COP,6,3,3,14988,144,14.66,8.61,14.66,8.61
COP,6,3,3,14989,144,14.66,7.44,14.66,7.44
COP,6,3,3,14990,144,14.08,6.58,14.08,6.87
COP,6,3,3,14991,144,15.24,6.58,14.96,6.87
COP,6,3,3,14992,144,21.83,10.04,21.52,10.33
COP,6,3,3,14993,144,21.83,12.06,21.83,12.92
COP,6,3,3,14994,144,23.09,13.5,22.14,13.5
COP,6,3,3,14995,144,25.65,13.79,25.65,13.79
COP,6,3,3,14996,144,21.52,13.5,21.22,13.5
COP,6,3,3,14997,144,20.6,12.34,19.99,12.63
COP,6,3,3,14998,144,19.69,12.06,18.8,12.34
COP,6,3,3,14999,144,17.01,10.04,16.72,10.04
COP,6,3,3,15000,144,15.24,9.47,14.96,9.76
COP,6,3,3,15001,144,12.92,9.47,12.63,9.47
COP,6,3,3,15002,144,12.92,7.44,12.63,7.73
COP,6,3,3,15003,144,13.5,7.73,13.21,8.03
COP,6,3,3,15004,144,13.5,7.16,13.5,7.16
COP,6,3,3,15005,144,13.5,7.16,13.5,7.16
COP,6,3,3,15006,144,14.37,7.73,14.08,8.03
COP,6,3,3,15007,144,24.68,8.89,23.72,9.18
COP,6,3,3,15008,144,27.29,12.63,26.3,12.63
COP,6,3,3,15009,144,27.62,12.92,27.29,12.92
COP,6,3,3,15010,144,26.63,12.92,26.63,12.92
COP,6,3,3,15011,144,27.96,12.92,27.29,12.92
COP,6,3,3,15012,144,20.3,11.48,19.99,11.48
COP,6,3,3,15013,144,16.72,8.89,16.42,8.89
