thesite,subnum,expcode,posit,obsdate,nobs,daymax,daymin,p_979,p_201
StrawberryHill,1,1,1,14987,144,10.43,6.1,10.43,6.1
StrawberryHill,1,1,1,14988,144,10.43,8.71,10.43,8.71
StrawberryHill,1,1,1,14989,144,10.43,7.55,10.43,8.13
StrawberryHill,1,1,1,14990,144,11.01,2.89,10.72,3.18
StrawberryHill,1,1,1,14991,144,10.43,3.18,10.43,4.94
StrawberryHill,1,1,1,14992,144,10.72,9.86,10.43,9.86
StrawberryHill,1,1,1,14993,144,10.14,9.86,10.14,9.86
StrawberryHill,1,1,1,14994,144,10.43,10.14,10.43,10.14
StrawberryHill,1,1,1,14995,144,10.14,9.86,10.14,10.14
StrawberryHill,1,1,1,14996,144,10.43,10.14,10.43,10.14
StrawberryHill,1,1,1,14997,144,10.72,7.26,10.43,7.26
StrawberryHill,1,1,1,14998,144,10.14,9.28,10.14,9.28
StrawberryHill,1,1,1,14999,144,10.14,7.26,10.14,7.84
StrawberryHill,1,1,1,15000,144,9.86,6.97,9.86,7.55
StrawberryHill,1,1,1,15001,144,10.14,7.84,10.14,8.13
StrawberryHill,1,1,1,15002,144,10.14,4.36,10.14,4.36
StrawberryHill,1,1,1,15003,144,9.86,8.42,9.86,8.42
StrawberryHill,1,1,1,15004,144,9.86,4.65,9.86,4.94
StrawberryHill,1,1,1,15005,144,10.14,5.52,9.86,5.81
StrawberryHill,1,1,1,15006,144,10.14,9.57,10.14,9.57
StrawberryHill,1,1,1,15007,144,10.72,9.86,10.72,9.86
StrawberryHill,1,1,1,15008,144,10.14,9.86,10.14,9.86
StrawberryHill,1,1,1,15009,144,10.14,9.28,10.14,9.28
StrawberryHill,1,1,1,15010,144,11.59,9.86,11.3,9.86
StrawberryHill,1,1,1,15011,144,11.88,6.39,11.3,6.39
StrawberryHill,1,1,1,15012,144,10.43,3.48,10.14,3.48
StrawberryHill,1,1,1,15013,144,9.86,2.89,9.86,2.89
StrawberryHill,1,1,1,15014,144,10.14,4.94,10.14,4.94
StrawberryHill,1,1,1,15015,144,9.86,6.68,9.86,6.97
StrawberryHill,1,1,1,15016,144,9.86,4.36,9.86,4.65
StrawberryHill,1,1,1,15017,144,9.57,5.23,9.57,5.23
StrawberryHill,1,1,1,15018,144,18.33,2.89,16.54,3.18
StrawberryHill,1,1,1,15019,144,20.75,4.65,19.83,5.23
StrawberryHill,1,1,1,15020,144,21.98,4.36,21.67,4.94
StrawberryHill,1,1,1,15021,144,11.01,8.42,11.01,8.71
StrawberryHill,1,1,1,15022,144,13.62,9.57,13.32,9.57
StrawberryHill,1,1,1,15023,144,9.86,9.57,9.86,9.57
StrawberryHill,1,1,1,15024,144,13.91,9.28,13.91,9.28
StrawberryHill,1,1,1,15025,144,11.88,9.28,11.3,9.57
StrawberryHill,1,1,1,15026,144,10.43,9.57,10.14,9.57
StrawberryHill,1,1,1,15027,144,9.86,8.99,9.86,8.99
StrawberryHill,1,1,1,15028,144,9.86,7.84,9.86,8.13
StrawberryHill,1,1,1,15029,144,10.14,5.23,10.14,5.52
StrawberryHill,1,1,1,15030,144,10.14,6.68,10.14,6.68
StrawberryHill,1,1,1,15031,144,9.86,6.68,9.86,6.97
StrawberryHill,1,1,1,15032,144,10.43,5.52,10.14,5.81
StrawberryHill,1,1,1,15033,144,22.61,5.81,19.83,5.81
StrawberryHill,1,1,1,15034,144,11.01,9.57,10.72,9.57
StrawberryHill,1,1,1,15035,144,9.86,9.86,9.86,9.86
StrawberryHill,1,1,1,15036,144,10.43,9.57,10.43,9.57
StrawberryHill,1,1,1,15037,144,10.43,9.57,10.14,9.57
StrawberryHill,1,1,1,15038,144,10.72,9.57,10.14,9.57
StrawberryHill,1,1,1,15039,144,11.88,9.57,11.3,9.57
StrawberryHill,1,1,1,15040,144,11.88,9.57,11.59,9.86
StrawberryHill,1,1,1,15041,144,11.3,9.57,11.01,9.86
StrawberryHill,1,1,1,15042,144,10.14,7.55,10.14,7.55
StrawberryHill,1,1,1,15043,144,10.14,8.13,10.14,8.42
StrawberryHill,1,1,1,15044,144,10.14,6.97,10.14,6.97
StrawberryHill,1,1,1,15045,144,10.14,7.84,10.14,7.84
StrawberryHill,1,1,1,15046,144,23.56,6.68,20.44,6.97
StrawberryHill,1,1,1,15047,144,10.43,9.57,10.43,9.57
StrawberryHill,1,1,1,15048,144,14.49,9.86,13.32,9.86
StrawberryHill,1,1,1,15049,144,10.14,8.71,10.14,8.71
StrawberryHill,1,1,1,15050,144,11.88,9.57,11.01,9.57
StrawberryHill,1,1,1,15051,144,11.01,9.57,10.72,9.57
StrawberryHill,1,1,1,15052,144,10.72,9.86,10.43,9.86
StrawberryHill,1,1,1,15053,144,11.3,9.86,11.01,9.86
StrawberryHill,1,1,1,15054,144,11.01,9.57,11.01,9.57
StrawberryHill,1,1,1,15055,144,11.3,8.13,11.01,8.13
StrawberryHill,1,1,1,15056,144,11.3,4.07,11.01,4.36
StrawberryHill,1,1,1,15057,144,12.74,7.84,12.46,7.84
StrawberryHill,1,1,1,15058,144,13.03,7.84,12.74,7.84
StrawberryHill,1,1,1,15059,144,10.43,9.57,10.43,9.57
StrawberryHill,1,1,1,15060,144,10.43,6.97,10.43,7.26
StrawberryHill,1,1,1,15061,144,10.14,6.68,10.14,6.68
StrawberryHill,1,1,1,15062,144,17.73,8.71,15.07,8.71
StrawberryHill,1,1,1,15063,144,26.79,6.39,21.37,6.68
StrawberryHill,1,1,1,15064,144,25.81,9.86,25.48,9.86
StrawberryHill,1,1,1,15065,144,11.3,10.14,11.3,10.14
StrawberryHill,1,1,1,15066,144,23.88,10.14,22.93,10.14
StrawberryHill,1,1,1,15067,144,19.23,8.42,17.73,8.99
StrawberryHill,1,1,1,15068,144,18.63,9.57,18.03,9.57
StrawberryHill,1,1,1,15069,144,17.14,8.42,16.54,8.99
StrawberryHill,1,1,1,15070,144,13.03,6.68,12.74,6.68
StrawberryHill,1,1,1,15071,144,10.43,4.94,10.43,5.52
StrawberryHill,1,1,1,15072,144,11.3,3.18,11.3,3.48
StrawberryHill,1,1,1,15073,144,11.01,4.65,10.72,4.94
StrawberryHill,1,1,1,15074,144,26.14,4.94,21.67,4.94
StrawberryHill,1,1,1,15075,144,10.14,7.84,10.14,7.84
StrawberryHill,1,1,1,15076,144,32.32,6.97,31.59,6.97
StrawberryHill,1,1,1,15077,144,12.74,7.84,12.46,7.84
StrawberryHill,1,1,1,15078,144,25.16,6.68,24.84,6.97
StrawberryHill,1,1,1,15079,144,22.3,10.14,21.37,10.14
StrawberryHill,1,1,1,15080,144,21.37,9.57,20.75,9.57
StrawberryHill,1,1,1,15081,144,17.43,10.43,16.25,10.43
StrawberryHill,1,1,1,15082,144,17.73,10.72,17.14,10.72
StrawberryHill,1,1,1,15083,144,21.67,11.01,20.75,11.01
StrawberryHill,1,1,1,15084,144,18.03,6.1,18.03,6.1
StrawberryHill,1,1,1,15085,144,15.07,6.68,15.07,6.97
StrawberryHill,1,1,1,15086,144,15.37,8.99,14.49,8.99
StrawberryHill,1,1,1,15087,144,13.32,8.13,13.03,8.13
StrawberryHill,1,1,1,15088,144,12.46,8.99,12.46,8.99
StrawberryHill,1,1,1,15089,144,29.83,8.71,28.12,8.71
StrawberryHill,1,1,1,15090,144,16.54,9.57,15.66,9.86
StrawberryHill,1,1,1,15091,144,14.19,9.86,13.91,9.86
StrawberryHill,1,1,1,15092,144,15.07,10.43,13.91,10.72
StrawberryHill,1,1,1,15093,144,18.63,10.14,15.96,10.72
StrawberryHill,1,1,1,15094,144,11.59,10.14,11.59,10.43
StrawberryHill,1,1,1,15095,144,16.54,11.01,15.96,11.3
StrawberryHill,1,1,1,15096,144,20.75,11.3,20.14,11.3
StrawberryHill,1,1,1,15097,144,18.93,11.01,18.63,11.01
StrawberryHill,1,1,1,15098,144,20.14,7.84,19.83,8.13
StrawberryHill,1,1,1,15099,144,16.25,5.52,15.96,5.52
StrawberryHill,1,1,1,15100,144,13.62,7.55,13.32,7.55
StrawberryHill,1,1,1,15101,144,31.24,5.23,28.12,5.23
StrawberryHill,1,1,1,15102,144,32.68,6.68,32.32,6.68
StrawberryHill,1,1,1,15103,144,27.46,8.99,26.47,8.99
StrawberryHill,1,1,1,15104,144,26.47,6.97,25.48,7.26
StrawberryHill,1,1,1,15105,144,27.79,6.97,27.46,6.97
StrawberryHill,1,1,1,15106,144,35.3,7.84,34.16,7.84
StrawberryHill,1,1,1,15107,144,28.8,8.42,27.79,8.42
StrawberryHill,1,1,1,15108,144,37.65,9.86,37.25,10.14
StrawberryHill,1,1,1,15109,144,11.59,11.3,11.59,11.3
StrawberryHill,1,1,1,15110,144,15.07,11.01,14.19,11.01
StrawberryHill,1,1,1,15111,144,25.81,10.72,25.48,10.72
StrawberryHill,1,1,1,15112,144,15.07,10.14,14.49,10.14
StrawberryHill,1,1,1,15113,144,17.43,8.99,17.14,8.99
StrawberryHill,1,1,1,15114,144,16.54,8.13,16.25,8.42
StrawberryHill,1,1,1,15115,144,25.48,6.39,23.88,6.39
StrawberryHill,1,1,1,15116,144,36.07,7.26,34.54,7.26
StrawberryHill,1,1,1,15117,144,38.87,8.71,36.86,8.71
StrawberryHill,1,1,1,15118,144,33.42,10.72,32.32,10.72
StrawberryHill,1,1,1,15119,144,20.54,9.11,17.84,9.39
StrawberryHill,1,1,1,15120,144,20.24,8.24,19.94,8.24
StrawberryHill,1,1,1,15121,144,23.35,7.95,23.35,7.95
StrawberryHill,1,1,1,15122,144,19.34,7.95,18.74,7.95
StrawberryHill,1,1,1,15123,144,13.43,10.54,13.14,10.54
StrawberryHill,1,1,1,15124,144,25.27,9.39,24.95,9.68
StrawberryHill,1,1,1,15125,144,26.91,8.82,26.25,8.82
StrawberryHill,1,1,1,15126,144,21.47,8.82,21.16,8.82
StrawberryHill,1,1,1,15127,144,20.24,8.24,19.34,8.53
StrawberryHill,1,1,1,15128,144,12.28,8.82,11.7,8.82
StrawberryHill,1,1,1,15129,144,14.02,9.39,13.72,9.39
StrawberryHill,1,1,1,15130,144,17.54,7.37,15.18,7.66
StrawberryHill,1,1,1,15131,144,11.99,8.82,11.7,8.82
StrawberryHill,1,1,1,15132,144,23.35,9.97,21.47,9.97
StrawberryHill,1,1,1,15133,144,32.08,8.82,31.01,9.11
StrawberryHill,1,1,1,15134,144,31.72,9.97,31.01,9.97
StrawberryHill,1,1,1,15135,144,27.91,11.7,27.24,11.7
StrawberryHill,1,1,1,15136,144,22.09,11.12,20.24,11.12
StrawberryHill,1,1,1,15137,144,13.43,12.57,13.43,12.57
StrawberryHill,1,1,1,15138,144,28.24,11.7,27.57,12.28
StrawberryHill,1,1,1,15139,144,31.01,10.83,30.31,10.83
StrawberryHill,1,1,1,15140,144,20.54,10.54,20.24,10.54
StrawberryHill,1,1,1,15141,144,22.72,9.39,22.72,9.39
StrawberryHill,1,1,1,15142,144,20.86,8.53,20.86,8.53
StrawberryHill,1,1,1,15143,144,20.54,8.24,20.24,8.24
StrawberryHill,1,1,1,15144,144,16.06,7.37,15.77,7.37
StrawberryHill,1,1,1,15145,144,21.47,7.08,19.94,7.08
StrawberryHill,1,1,1,15146,144,21.16,7.95,19.64,7.95
StrawberryHill,1,1,1,15147,144,16.94,7.66,13.72,7.95
StrawberryHill,1,1,1,15148,144,17.84,7.66,14.89,7.66
StrawberryHill,1,1,1,15149,144,18.44,7.66,18.14,7.66
StrawberryHill,1,1,1,15150,144,11.12,7.95,11.12,7.95
StrawberryHill,1,1,1,15151,144,25.6,9.11,24.95,9.11
StrawberryHill,1,1,1,15152,144,14.31,8.82,13.72,8.82
StrawberryHill,1,1,1,15153,144,14.31,9.39,14.31,9.39
StrawberryHill,1,1,1,15154,144,23.99,10.26,23.03,10.26
StrawberryHill,1,1,1,15155,144,22.09,9.97,21.78,9.97
StrawberryHill,1,1,1,15156,144,19.04,9.68,18.44,9.68
StrawberryHill,1,1,1,15157,144,18.74,8.82,18.74,8.82
StrawberryHill,1,1,1,15158,144,18.44,8.82,16.94,8.82
StrawberryHill,1,1,1,15159,144,13.72,9.39,13.43,9.39
StrawberryHill,1,1,1,15160,144,18.14,9.11,18.14,9.11
StrawberryHill,1,1,1,15161,144,21.16,8.82,19.94,8.82
StrawberryHill,1,1,1,15162,144,22.72,8.53,22.41,8.53
StrawberryHill,1,1,1,15163,144,22.41,7.95,22.09,7.95
StrawberryHill,1,1,1,15164,144,23.03,7.95,22.41,7.95
StrawberryHill,1,1,1,15165,144,21.78,8.24,21.78,8.24
StrawberryHill,1,1,1,15166,144,18.44,8.24,17.84,8.24
StrawberryHill,1,1,1,15167,144,20.86,7.95,20.86,7.95
StrawberryHill,1,1,1,15168,144,21.78,7.95,21.47,7.95
StrawberryHill,1,1,1,15169,144,22.09,7.95,22.09,7.95
StrawberryHill,1,1,1,15170,144,20.24,7.95,19.94,7.95
StrawberryHill,1,1,1,15171,144,17.54,7.95,16.94,7.95
StrawberryHill,1,1,1,15172,144,17.54,8.53,16.36,8.53
StrawberryHill,1,1,1,15173,144,17.54,9.39,17.54,9.68
StrawberryHill,1,1,1,15174,144,16.06,10.26,15.47,10.26
StrawberryHill,1,1,1,15175,144,14.59,8.53,13.72,8.53
StrawberryHill,1,1,1,15176,144,14.02,8.24,13.14,8.24
StrawberryHill,1,1,1,15177,144,19.04,7.95,17.84,7.95
StrawberryHill,1,1,1,15178,144,23.67,8.24,23.03,8.53
StrawberryHill,1,1,1,15179,144,21.78,8.53,21.16,8.53
StrawberryHill,1,1,1,15180,144,22.09,8.53,21.78,8.53
StrawberryHill,1,1,1,15181,144,20.24,8.24,19.94,8.24
StrawberryHill,1,1,1,15182,144,20.54,8.53,20.24,8.53
StrawberryHill,1,1,1,15183,144,20.54,8.24,20.54,8.24
StrawberryHill,1,1,1,15184,144,21.16,7.95,19.94,7.95
StrawberryHill,1,1,1,15185,144,11.12,8.24,11.12,8.24
StrawberryHill,1,1,1,15186,144,10.54,9.39,10.54,9.39
StrawberryHill,1,1,1,15187,144,11.99,8.53,11.7,8.53
StrawberryHill,1,1,1,15188,144,14.02,9.97,13.43,9.97
StrawberryHill,1,1,1,15189,144,13.72,11.12,13.14,11.12
StrawberryHill,1,1,1,15190,144,13.14,12.28,13.14,12.28
StrawberryHill,1,1,1,15191,144,18.44,12.28,16.65,12.28
StrawberryHill,1,1,1,15192,144,16.06,12.57,15.18,12.57
StrawberryHill,1,1,1,15193,144,29.27,13.43,27.91,13.72
StrawberryHill,1,1,1,15194,144,22.09,10.26,21.78,10.26
StrawberryHill,1,1,1,15195,144,16.94,8.53,15.77,8.82
StrawberryHill,1,1,1,15196,144,22.72,7.95,22.09,7.95
StrawberryHill,1,1,1,15197,144,12.86,9.68,12.86,9.68
StrawberryHill,1,1,1,15198,144,17.24,10.54,15.77,10.54
StrawberryHill,1,1,1,15199,144,15.77,9.39,15.18,9.68
StrawberryHill,1,1,1,15200,144,12.28,9.97,11.99,9.97
StrawberryHill,1,1,1,15201,144,11.41,9.39,11.41,9.39
StrawberryHill,1,1,1,15202,144,10.83,8.82,10.83,8.82
StrawberryHill,1,1,1,15203,144,12.57,9.68,12.57,9.68
StrawberryHill,1,1,1,15204,144,13.43,9.68,13.43,9.68
StrawberryHill,1,1,1,15205,144,19.34,9.68,17.84,9.68
StrawberryHill,1,1,1,15206,144,20.86,9.39,19.94,9.39
StrawberryHill,1,1,1,15207,144,22.72,8.82,22.41,8.82
StrawberryHill,1,1,1,15208,144,14.31,9.39,14.02,9.39
StrawberryHill,1,1,1,15209,144,14.89,12.28,14.89,12.28
StrawberryHill,1,1,1,15210,144,14.31,12.86,14.31,12.86
StrawberryHill,1,1,1,15211,144,24.95,12.28,24.31,12.57
StrawberryHill,1,1,1,15212,144,17.84,11.99,16.65,11.99
StrawberryHill,1,1,1,15213,144,14.02,11.99,14.02,11.99
StrawberryHill,1,1,1,15214,144,14.02,11.41,14.02,11.41
StrawberryHill,1,1,1,15215,144,13.43,11.41,13.43,11.7
StrawberryHill,1,1,1,15216,144,13.14,10.83,13.14,11.12
StrawberryHill,1,1,1,15217,144,13.43,10.26,13.43,10.26
StrawberryHill,1,1,1,15218,144,14.31,11.12,13.72,11.12
StrawberryHill,1,1,1,15219,144,16.36,11.99,14.59,11.99
StrawberryHill,1,1,1,15220,144,14.02,11.99,14.02,11.99
StrawberryHill,1,1,1,15221,144,16.36,11.99,16.06,11.99
StrawberryHill,1,1,1,15222,144,14.02,10.54,13.43,10.54
StrawberryHill,1,1,1,15223,144,19.04,10.26,17.84,10.26
StrawberryHill,1,1,1,15224,144,20.86,9.97,20.24,9.97
StrawberryHill,1,1,1,15225,144,19.34,9.68,18.14,9.68
StrawberryHill,1,1,1,15226,144,15.77,8.82,14.89,8.82
StrawberryHill,1,1,1,15227,144,9.68,8.24,9.39,8.24
StrawberryHill,1,1,1,15228,144,9.68,8.24,9.68,8.24
StrawberryHill,1,1,1,15229,144,9.68,8.24,9.68,8.24
StrawberryHill,1,1,1,15230,144,9.97,8.53,9.97,8.53
StrawberryHill,1,1,1,15231,144,11.12,8.82,11.12,8.82
StrawberryHill,1,1,1,15232,144,10.54,8.24,10.26,8.24
StrawberryHill,1,1,1,15233,144,9.68,8.24,9.68,8.24
StrawberryHill,1,1,1,15234,144,10.54,8.53,10.54,8.53
StrawberryHill,1,1,1,15235,144,10.26,8.53,10.26,8.82
StrawberryHill,1,1,1,15236,144,13.43,8.53,11.99,8.53
StrawberryHill,1,1,1,15237,144,14.59,8.24,13.72,8.24
StrawberryHill,1,1,1,15238,144,16.65,7.66,15.47,7.66
StrawberryHill,1,1,1,15239,144,17.84,7.95,17.54,7.95
StrawberryHill,1,1,1,15240,144,11.99,8.53,11.99,8.53
StrawberryHill,1,1,1,15241,144,9.97,8.53,9.97,8.82
StrawberryHill,1,1,1,15242,144,10.26,9.11,10.26,9.11
StrawberryHill,1,1,1,15243,144,10.54,9.39,10.54,9.39
StrawberryHill,1,1,1,15244,144,11.12,9.97,10.83,9.97
StrawberryHill,1,1,1,15245,144,10.54,9.97,10.54,9.97
StrawberryHill,1,1,1,15246,144,11.41,9.11,11.41,9.11
StrawberryHill,1,1,1,15247,144,11.99,9.68,11.99,9.68
StrawberryHill,1,1,1,15248,144,10.83,9.68,10.83,9.68
StrawberryHill,1,1,1,15249,144,11.12,9.39,11.12,9.39
StrawberryHill,1,1,1,15250,144,10.54,9.39,10.54,9.39
StrawberryHill,1,1,1,15251,144,10.54,8.53,9.97,8.53
StrawberryHill,1,1,1,15252,144,10.83,8.24,9.68,8.24
StrawberryHill,1,1,1,15253,144,10.83,9.68,10.54,9.68
StrawberryHill,1,1,1,15254,144,11.12,8.82,10.83,8.82
StrawberryHill,1,1,1,15255,144,9.97,9.11,9.97,9.11
StrawberryHill,1,1,1,15256,144,10.54,9.39,10.26,9.39
StrawberryHill,1,1,1,15257,144,10.83,9.39,10.83,9.68
StrawberryHill,1,1,1,15258,144,10.26,9.11,10.26,9.11
StrawberryHill,1,1,1,15259,144,10.54,9.68,10.54,9.68
StrawberryHill,1,1,1,15260,144,10.54,9.11,10.54,9.11
StrawberryHill,1,1,1,15261,144,11.12,10.26,11.12,10.26
StrawberryHill,1,1,1,15262,144,11.12,10.26,11.12,10.26
StrawberryHill,1,1,1,15263,144,11.12,9.68,11.12,9.68
StrawberryHill,1,1,1,15264,144,11.12,9.39,11.12,9.39
StrawberryHill,1,1,1,15265,144,10.26,8.24,10.26,8.24
StrawberryHill,1,1,1,15266,144,9.97,8.24,9.68,8.24
StrawberryHill,1,1,1,15267,144,10.26,8.82,10.26,8.82
StrawberryHill,1,1,1,15268,144,9.68,8.24,9.68,8.24
StrawberryHill,1,1,1,15269,144,10.26,8.53,10.26,8.82
StrawberryHill,1,1,1,15270,144,10.26,9.39,10.26,9.39
StrawberryHill,1,1,1,15271,144,9.97,9.39,9.97,9.39
StrawberryHill,1,1,1,15272,144,9.97,9.68,9.97,9.68
StrawberryHill,1,1,1,15273,144,10.54,9.68,10.54,9.68
StrawberryHill,1,1,1,15274,144,10.54,9.39,10.54,9.39
StrawberryHill,1,1,1,15275,144,10.54,9.68,10.54,9.68
StrawberryHill,1,1,1,15276,144,9.97,6.79,9.97,6.79
StrawberryHill,1,1,1,15277,144,10.83,8.24,10.83,8.53
StrawberryHill,1,1,1,15278,144,11.12,9.68,11.12,9.68
StrawberryHill,1,1,1,15279,144,10.54,10.26,10.54,10.26
StrawberryHill,1,1,1,15280,144,11.12,10.54,11.12,10.54
StrawberryHill,1,1,1,15281,144,10.83,10.26,10.83,10.26
StrawberryHill,1,1,1,15282,144,10.54,10.26,10.54,10.26
StrawberryHill,1,1,1,15283,144,11.12,10.26,11.12,10.26
StrawberryHill,1,1,1,15284,144,10.54,8.53,10.54,8.53
StrawberryHill,1,1,1,15285,144,10.26,7.66,10.26,7.66
StrawberryHill,1,1,1,15286,144,10.26,7.66,10.26,7.95
StrawberryHill,1,1,1,15287,144,10.26,7.66,10.26,7.66
StrawberryHill,1,1,1,15288,144,10.26,8.53,10.26,8.53
StrawberryHill,1,1,1,15289,144,10.54,9.68,10.26,9.68
StrawberryHill,1,1,1,15290,144,11.41,9.97,11.41,9.97
StrawberryHill,1,1,1,15291,144,11.41,10.54,11.12,10.54
StrawberryHill,1,1,1,15292,144,11.7,10.54,11.7,10.54
StrawberryHill,2,1,3,14987,144,10.31,6.27,10.31,6.27
StrawberryHill,2,1,3,14988,144,10.31,8.59,10.31,8.59
StrawberryHill,2,1,3,14989,144,10.31,7.43,10.31,7.43
StrawberryHill,2,1,3,14990,144,12.62,2.78,11.46,2.78
StrawberryHill,2,1,3,14991,144,10.89,2.48,10.89,3.07
StrawberryHill,2,1,3,14992,144,10.89,8.88,10.6,8.88
StrawberryHill,2,1,3,14993,144,10.03,9.46,10.03,9.46
StrawberryHill,2,1,3,14994,144,10.89,10.03,10.89,10.03
StrawberryHill,2,1,3,14995,144,10.03,9.74,10.03,9.74
StrawberryHill,2,1,3,14996,144,10.6,10.03,10.6,10.03
StrawberryHill,2,1,3,14997,144,12.62,7.14,12.04,7.43
StrawberryHill,2,1,3,14998,144,10.03,9.17,10.03,9.17
StrawberryHill,2,1,3,14999,144,10.03,6.85,10.03,7.43
StrawberryHill,2,1,3,15000,144,10.03,7.14,10.03,7.14
StrawberryHill,2,1,3,15001,144,10.03,7.72,10.03,8.01
StrawberryHill,2,1,3,15002,144,10.03,3.96,10.03,4.24
StrawberryHill,2,1,3,15003,144,9.74,8.3,9.74,8.3
StrawberryHill,2,1,3,15004,144,10.03,4.54,10.03,4.54
StrawberryHill,2,1,3,15005,144,10.03,5.12,10.03,5.12
StrawberryHill,2,1,3,15006,144,11.18,8.59,10.6,8.88
StrawberryHill,2,1,3,15007,144,11.46,9.46,11.18,9.46
StrawberryHill,2,1,3,15008,144,10.03,9.74,10.03,9.74
StrawberryHill,2,1,3,15009,144,10.03,8.88,10.03,9.17
StrawberryHill,2,1,3,15010,144,11.18,10.03,10.89,10.03
StrawberryHill,2,1,3,15011,144,14.94,5.98,12.91,5.98
StrawberryHill,2,1,3,15012,144,12.62,3.07,12.62,3.07
StrawberryHill,2,1,3,15013,144,10.6,2.48,10.6,2.48
StrawberryHill,2,1,3,15014,144,10.03,4.83,10.03,4.83
StrawberryHill,2,1,3,15015,144,10.03,6.85,10.03,6.85
StrawberryHill,2,1,3,15016,144,9.74,4.54,9.74,4.83
StrawberryHill,2,1,3,15017,144,9.74,5.12,9.46,5.12
StrawberryHill,2,1,3,15018,144,14.94,2.78,14.36,2.78
StrawberryHill,2,1,3,15019,144,19.39,4.24,18.79,4.83
StrawberryHill,2,1,3,15020,144,26.97,3.96,26.31,4.24
StrawberryHill,2,1,3,15021,144,9.74,5.98,9.74,6.27
StrawberryHill,2,1,3,15022,144,13.49,9.17,13.2,9.17
StrawberryHill,2,1,3,15023,144,9.74,9.46,9.74,9.46
StrawberryHill,2,1,3,15024,144,14.07,8.88,13.78,9.17
StrawberryHill,2,1,3,15025,144,11.75,8.88,11.46,9.17
StrawberryHill,2,1,3,15026,144,10.6,9.46,10.31,9.46
StrawberryHill,2,1,3,15027,144,10.03,8.59,10.03,8.59
StrawberryHill,2,1,3,15028,144,9.74,8.01,9.74,8.3
StrawberryHill,2,1,3,15029,144,10.31,5.41,10.31,5.41
StrawberryHill,2,1,3,15030,144,10.03,5.98,10.03,6.27
StrawberryHill,2,1,3,15031,144,10.31,5.41,10.03,5.69
StrawberryHill,2,1,3,15032,144,10.31,5.41,10.31,5.69
StrawberryHill,2,1,3,15033,144,17,5.12,16.11,5.41
StrawberryHill,2,1,3,15034,144,11.18,9.17,10.89,9.17
StrawberryHill,2,1,3,15035,144,9.74,9.17,9.74,9.17
StrawberryHill,2,1,3,15036,144,11.46,9.46,10.89,9.46
StrawberryHill,2,1,3,15037,144,11.46,9.46,11.18,9.46
StrawberryHill,2,1,3,15038,144,11.18,9.46,10.89,9.46
StrawberryHill,2,1,3,15039,144,15.23,9.74,14.94,9.74
StrawberryHill,2,1,3,15040,144,14.36,9.74,13.78,9.74
StrawberryHill,2,1,3,15041,144,10.89,9.46,10.6,9.46
StrawberryHill,2,1,3,15042,144,10.03,7.43,10.03,7.72
StrawberryHill,2,1,3,15043,144,10.6,8.01,10.31,8.01
StrawberryHill,2,1,3,15044,144,10.31,6.85,10.03,6.85
StrawberryHill,2,1,3,15045,144,10.31,7.72,10.03,7.72
StrawberryHill,2,1,3,15046,144,13.78,6.56,13.2,6.85
StrawberryHill,2,1,3,15047,144,10.6,9.46,10.6,9.46
StrawberryHill,2,1,3,15048,144,13.2,9.74,12.33,9.74
StrawberryHill,2,1,3,15049,144,10.03,8.01,10.03,8.3
StrawberryHill,2,1,3,15050,144,11.18,9.17,10.6,9.46
StrawberryHill,2,1,3,15051,144,10.6,9.46,10.31,9.46
StrawberryHill,2,1,3,15052,144,10.31,9.74,10.31,9.74
StrawberryHill,2,1,3,15053,144,15.82,9.74,14.94,9.74
StrawberryHill,2,1,3,15054,144,12.33,9.46,12.33,9.46
StrawberryHill,2,1,3,15055,144,14.65,8.01,14.36,8.3
StrawberryHill,2,1,3,15056,144,15.23,3.66,14.94,3.66
StrawberryHill,2,1,3,15057,144,12.33,7.72,12.04,7.72
StrawberryHill,2,1,3,15058,144,12.91,7.72,12.62,8.01
StrawberryHill,2,1,3,15059,144,10.6,9.46,10.6,9.46
StrawberryHill,2,1,3,15060,144,10.6,6.85,10.6,6.85
StrawberryHill,2,1,3,15061,144,10.03,6.85,10.03,6.85
StrawberryHill,2,1,3,15062,144,16.11,7.72,14.36,7.72
StrawberryHill,2,1,3,15063,144,20.91,6.56,19.99,6.56
StrawberryHill,2,1,3,15064,144,30.71,9.17,28.98,9.17
StrawberryHill,2,1,3,15065,144,11.75,9.17,11.18,9.46
StrawberryHill,2,1,3,15066,144,22.46,9.74,22.15,9.74
StrawberryHill,2,1,3,15067,144,22.46,9.46,20.3,9.46
StrawberryHill,2,1,3,15068,144,21.83,8.59,20.6,8.88
StrawberryHill,2,1,3,15069,144,19.69,6.85,19.69,7.14
StrawberryHill,2,1,3,15070,144,12.04,6.56,11.75,6.56
StrawberryHill,2,1,3,15071,144,11.18,5.41,10.31,5.41
StrawberryHill,2,1,3,15072,144,12.91,3.37,12.62,3.66
StrawberryHill,2,1,3,15073,144,11.46,4.83,11.46,4.83
StrawberryHill,2,1,3,15074,144,18.79,4.54,16.11,4.54
StrawberryHill,2,1,3,15075,144,10.31,7.72,10.31,7.72
StrawberryHill,2,1,3,15076,144,30.36,6.56,28.64,6.56
StrawberryHill,2,1,3,15077,144,13.78,7.43,12.04,7.43
StrawberryHill,2,1,3,15078,144,23.72,6.85,21.83,7.43
