"","Date","TrapID","New_Recap","Species","Sex","Age","Weight","Comments","NA","NA","NA","NA","NA","Pregnant","Lactating","Breeding"
"622",2010-05-24,"2K","Recapture","Myodes gapperi","Male","Adult",17,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"623",2010-05-24,"1T","New","Myodes gapperi","Male","Adult",18,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"624",2010-05-24,"1D","Recapture","Myodes gapperi","Male","Adult",20,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"625",2010-05-24,"1G","Recapture","Peromyscus maniculatus","Female","Adult",21.5,"New Tag (old-6025),Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"626",2010-05-24,"1I","Recapture","Peromyscus maniculatus","Male","Adult",21.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"627",2010-05-24,"1M","Recapture","Peromyscus maniculatus","Female","Adult",13,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"628",2010-05-24,"1P","Recapture","Peromyscus maniculatus","Female","Adult",21,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"629",2010-05-24,"1R","Recapture","Peromyscus maniculatus","Female","Adult",22,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"630",2010-05-26,"1D","Recapture","Myodes gapperi","Male","Adult",21.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"631",2010-05-26,"1J","New","Tamias amoenus","Female","Adult",NA,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"632",2010-05-26,"1K","Recapture","Peromyscus maniculatus","Female","Adult",17,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"633",2010-05-26,"1M","Recapture","Myodes gapperi","Male","Adult",17.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"634",2010-05-26,"1O","Recapture","Peromyscus maniculatus","Male","Adult",17.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"635",2010-05-26,"2C","Recapture","Myodes gapperi","Female","Adult",17,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"636",2010-05-26,"2D","Recapture","Peromyscus maniculatus",NA,"Adult",16,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"637",2010-05-26,"2F","Recapture","Peromyscus maniculatus","Female","Adult",16.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"638",2010-05-26,"2G","Recapture","Peromyscus maniculatus","Male","Adult",20.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"639",2010-05-26,"2J","Recapture","Peromyscus maniculatus","Female","Adult",11,"Cop. Plug,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"640",2010-05-26,"1T","Recapture","Peromyscus maniculatus","Female","Adult",16.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"641",2010-05-26,"1S","Recapture","Peromyscus maniculatus","Female","Adult",16,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"642",2010-05-31,"1A","Recapture","Myodes gapperi","Female","Adult",22,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"643",2010-05-31,"1M","New","Myodes gapperi","Male","Adult",22,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"644",2010-05-31,"1P","Recapture","Myodes gapperi","Male","Adult",20,"New Tag (old-6199),Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"645",2010-05-31,"2G","Recapture","Peromyscus maniculatus","Male","Adult",24,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"646",2010-05-31,"2D","Recapture","Myodes gapperi",NA,"Adult",24.5,"Escaped,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"647",2010-05-31,"2C","Recapture","Peromyscus maniculatus","Male","Adult",17.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"648",2010-05-31,"1R","Recapture","Peromyscus maniculatus","Female","Adult",19.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"649",2010-05-31,"1E","Recapture","Myodes gapperi","Male","Adult",19.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"650",2010-05-31,"1O","New","Myodes gapperi","Female","Adult",19.5,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"651",2010-05-31,"1T","Recapture","Peromyscus maniculatus","Female","Adult",NA,"no weight,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"652",2010-05-31,"2F","Recapture","Peromyscus maniculatus","Female","Adult",16.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"653",2010-05-31,"2B","New","Myodes gapperi","Male","Adult",23,"hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"654",2010-06-02,"1A","New","Peromyscus maniculatus","Female","Adult",13.5,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"655",2010-06-02,"1E","Recapture","Myodes gapperi","Male","Adult",19,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"656",2010-06-02,"1H","New","Tamias amoenus","Female","Adult",NA,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"657",2010-06-02,"1K","Recapture","Peromyscus maniculatus",NA,"Adult",20,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"658",2010-06-02,"1P","New","Myodes gapperi","Male","Adult",18.5,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"659",2010-06-02,"2B","Recapture","Myodes gapperi","Female","Adult",20,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"660",2010-06-02,"2C","Recapture","Myodes gapperi","Female","Adult",17,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"661",2010-06-02,"2D","Recapture","Peromyscus maniculatus","Male","Adult",16.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"662",2010-06-02,"2F","Recapture","Peromyscus maniculatus","Male","Adult",23,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"663",2010-06-02,"2G","Recapture","Peromyscus maniculatus","Female","Adult",17.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"664",2010-06-02,"2H","Recapture","Myodes gapperi","Female","Adult",21.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"665",2010-06-02,"1T","Recapture","Peromyscus maniculatus","Male","Adult",18.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"666",2010-06-02,"1R","Recapture","Peromyscus maniculatus","Female","Adult",18.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"667",2010-06-07,"2A","Recapture","Peromyscus maniculatus","Male","Adult",17.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"668",2010-06-07,"2B","Recapture","Myodes gapperi","Female","Adult",21.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"669",2010-06-07,"2C","Recapture","Myodes gapperi",NA,"Adult",NA,"Escaped,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"670",2010-06-07,"2D","Recapture","Myodes gapperi","Male","Adult",21,"2 Ticks,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"671",2010-06-07,"2E","Recapture","Peromyscus maniculatus","Female","Adult",NA,"Weight not captured,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"672",2010-06-07,"2F","Recapture","Peromyscus maniculatus","Male","Adult",22,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"673",2010-06-07,"2H","Recapture","Myodes gapperi","Male","Adult",17.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"674",2010-06-07,"1Q","Recapture","Myodes gapperi","Female","Adult",19.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"675",2010-06-07,"1T","New","Zapus princeps","Male","Adult",23.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"676",2010-06-07,"1A","Recapture","Zapus princeps","Male","Adult",26.5,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"677",2010-06-07,"1N","New","Myodes gapperi","Female","Adult",18.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"678",2010-06-07,"1O","Recapture","Myodes gapperi","Male","Adult",20.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"679",2010-06-07,"1R","Recapture","Peromyscus maniculatus","Female","Adult",21,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"680",2010-06-09,"1A","Recapture","Peromyscus maniculatus","Male","Adult",15.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"681",2010-06-09,"1G","Recapture","Myodes gapperi","Male","Adult",20.5,"2 Ticks,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"682",2010-06-09,"1O","Recapture","Myodes gapperi","Male","Adult",19,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"683",2010-06-09,"1P","Recapture","Myodes gapperi","Male","Adult",19,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"684",2010-06-09,"1Q","Recapture","Myodes gapperi","Female","Adult",20,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"685",2010-06-09,"1R","Recapture","Peromyscus maniculatus","Female","Adult",21,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"686",2010-06-09,"1S","Recapture","Tamias amoenus","Female","Adult",NA,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"687",2010-06-09,"1T","Recapture","Zapus princeps","Female","Adult",21,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"688",2010-06-09,"2A","New","Myodes gapperi","Male","Adult",19.5,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"689",2010-06-09,"2B","Recapture","Myodes gapperi","Male","Adult",20,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"690",2010-06-09,"2D","Recapture","Myodes gapperi","Female","Adult",20,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"691",2010-06-09,"2E","Recapture","Peromyscus maniculatus","Female","Adult",19.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"692",2010-06-09,"2F","Recapture","Peromyscus maniculatus","Male","Adult",21.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"693",2010-06-09,"2H","Recapture","Myodes gapperi","Male","Adult",19.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"694",2010-06-14,"1E","New","Zapus princeps","Male","Adult",24,"no hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"695",2010-06-14,"1M","Recapture","Myodes gapperi","Male","Adult",22,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"696",2010-06-14,"1O","Recapture","Myodes gapperi","Female","Adult",19,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"697",2010-06-14,"1P","New","Peromyscus maniculatus","Male","Adult",18.5,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"698",2010-06-14,"1K","New","Tamias amoenus","Male","Adult",NA,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"699",2010-06-14,"1N","Recapture","Myodes gapperi","Male","Adult",19,"2 new tags,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"700",2010-06-14,"1T","New","Zapus princeps","Male","Adult",25,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"701",2010-06-14,"2B","Recapture","Myodes gapperi","Male","Adult",17,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"702",2010-06-14,"2L","Recapture","Myodes gapperi","Male","Adult",19,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"703",2010-06-14,"2D","Recapture","Myodes gapperi","Female","Adult",26,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"704",2010-06-14,"2E","Recapture","Myodes gapperi","Male","Adult",21,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"705",2010-06-14,"2F","Recapture","Peromyscus maniculatus","Male","Adult",19.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"706",2010-06-14,"2G","Recapture","Peromyscus maniculatus","Female","Adult",18,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"707",2010-06-16,"1D","Recapture","Myodes gapperi","Male","Adult",20,"2 Ticks,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"708",2010-06-16,"1J","New","Zapus princeps",NA,"Adult",27.5,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"709",2010-06-16,"1N","Recapture","Myodes gapperi","Female","Adult",19.5,"Left tag missing, trapdeath,Rep_Con: NA,Tag1: left tag missing,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"710",2010-06-16,"1O","Recapture","Myodes gapperi","Male","Adult",21,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"711",2010-06-16,"1P","New","Tamias amoenus","Female","Adult",NA,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"712",2010-06-16,"1Q","Recapture","Peromyscus maniculatus","Female","Adult",21.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"713",2010-06-16,"2A","Recapture","Myodes gapperi",NA,NA,19,"Escaped, Agg=4,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"714",2010-06-16,"2B","Recapture","Myodes gapperi","Female","Adult",20,"Agg=3,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"715",2010-06-16,"2C","Recapture","Myodes gapperi","Female","Adult",27,"Agg=3,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"716",2010-06-16,"2F","Recapture","Peromyscus maniculatus","Male","Adult",21.5,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"717",2010-06-16,"2G","Recapture","Peromyscus maniculatus","Female","Adult",18.5,"Agg=1,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"718",2010-06-16,"2K","Recapture","Tamias amoenus","Female","Adult",NA,"Agg=4,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"719",2010-06-16,"1T","Recapture","Peromyscus maniculatus","Male","Adult",19,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"720",2010-06-16,"1R","Recapture","Myodes gapperi","Female","Adult",18,"Agg=4,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"721",2010-06-22,"1B","Recapture","Zapus princeps","Male","Adult",26,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"722",2010-06-22,"1O","Recapture","Myodes gapperi","Male","Adult",18.5,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"723",2010-06-22,"1Q","Recapture","Myodes gapperi","Female","Adult",20,"Agg=1,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"724",2010-06-22,"1R","Recapture","Peromyscus maniculatus","Female","Adult",20,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"725",2010-06-22,"2K","Recapture","Tamias amoenus","Male","Adult",NA,"escaped,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"726",2010-06-22,"2M","New","Tamias amoenus","Female","Adult",NA,"trapdeath,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"727",2010-06-22,"2A","Recapture","Peromyscus maniculatus","Male","Adult",23,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"728",2010-06-22,"2B","Recapture","Myodes gapperi","Male","Adult",22.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"729",2010-06-22,"2D","Recapture","Myodes gapperi","Female","Adult",23,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,TRUE,TRUE
"730",2010-06-22,"1S","Recapture","Peromyscus maniculatus","Male","Adult",18,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"731",2010-06-24,"2A","Recapture","Myodes gapperi","Female","Adult",20.5,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"732",2010-06-24,"2K","Recapture","Tamias amoenus","Female","Adult",50.5,"Agg=3,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"733",2010-06-24,"2L","Recapture","Tamias amoenus","Female","Adult",51,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"734",2010-06-24,"1T","New","Peromyscus maniculatus","Male","Adult",17.5,"Hair, Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"735",2010-06-24,"1R","Recapture","Peromyscus maniculatus","Male","Adult",18.5,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"736",2010-06-24,"1C","Recapture","Myodes gapperi","Female","Adult",25.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"737",2010-06-24,"1D","New","Myodes gapperi","Male","Adult",20.5,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"738",2010-06-24,"1N","Recapture","Peromyscus maniculatus","Female","Adult",21,"Agg=2, bad smelling pee…,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"739",2010-06-24,"1P","Recapture","Myodes gapperi","Male","Adult",18,"Ag=4,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"740",2010-06-24,"1Q","Recapture","Myodes gapperi","Female","Adult",18,"escaped, no hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"741",2010-06-28,"2B","Recapture","Myodes gapperi","Female","Adult",19,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"742",2010-06-28,"2D","Recapture","Peromyscus maniculatus","Male","Adult",17,"escaped, no hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"743",2010-06-28,"2E","New","Zapus princeps","Male","Adult",22,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"744",2010-06-28,"2F","New","Zapus princeps","Male","Adult",20,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"745",2010-06-28,"2G","New","Zapus princeps",NA,"Adult",25,"Agg=1, no hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"746",2010-06-28,"2H","New","Peromyscus maniculatus","Female","Juvenile",15.5,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"747",2010-06-28,"2I","New","Zapus princeps","Male","Adult",24.5,"Agg=3,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"748",2010-06-28,"1O","New","Myodes gapperi","Male","Adult",21,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"749",2010-06-28,"1R","Recapture","Myodes gapperi","Female","Adult",17.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"750",2010-06-28,"2K","Recapture","Peromyscus maniculatus","Male","Adult",18.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"751",2010-06-28,"1A","New","Zapus princeps","Female","Adult",23.5,"hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"752",2010-06-28,"1F","Recapture","Zapus princeps","Male","Adult",24,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"753",2010-06-28,"1I","Recapture","Tamias amoenus","Male","Adult",NA,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"754",2010-06-28,"1K","New","Zapus princeps","Female","Adult",28.5,"no hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,TRUE,TRUE,NA
"755",2010-06-28,"1M","Recapture","Myodes gapperi","Male","Adult",17.5,"Agg=1, no rt ear, retag L,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"756",2010-06-28,"1P","Recapture","Peromyscus maniculatus","Female","Adult",19,"Agg=1,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,TRUE,TRUE,NA
"757",2010-06-28,"1Q","Recapture","Myodes gapperi","Male","Adult",19.5,"Agg=2,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"758",2010-06-30,"1O","Recapture","Myodes gapperi","Female","Adult",21,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"759",2010-06-30,"1G","Recapture","Zapus princeps","Male","Adult",24,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"760",2010-06-30,"1R","Recapture","Peromyscus maniculatus","Female","Adult",20,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,TRUE,TRUE,NA
"761",2010-06-30,"1S","New","Zapus princeps","Female","Adult",24.5,"Hair,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"762",2010-06-30,"2A","Recapture","Peromyscus maniculatus","Female","Adult",15.5,"A=1,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"763",2010-06-30,"2B","Recapture","Peromyscus maniculatus","Male","Adult",15.5,"A=3,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"764",2010-06-30,"2C","Recapture","Myodes gapperi","Male","Adult",19,"A=3,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"765",2010-06-30,"2F","Recapture","Zapus princeps","Male","Adult",19,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"766",2010-06-30,"2J","Recapture","Tamias amoenus","Male","Adult",19.5,",Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"767",2010-06-30,"2K","Recapture","Peromyscus maniculatus","Male","Adult",18.5,"A=1,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"768",2010-06-30,"2M","Recapture","Myodes gapperi","Female","Adult",17.5,"A=1,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"769",2010-07-05,"1F","Recapture","Zapus princeps","Female","Adult",23,"A3,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"770",2010-07-05,"1M","Recapture","Tamias amoenus","Female","Adult",49,"A4,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"771",2010-07-05,"1N","Recapture","Tamias amoenus","Male","Adult",48,"A4,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"772",2010-07-05,"1O","Recapture","Myodes gapperi",NA,"Adult",16.5,"A2, escaped,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
