"","Date","TrapID","New_Recap","Species","Sex","Age","Weight","Comments","NA","NA","NA","NA","NA","Pregnant","Lactating","Breeding"
"2553",2005-08-27,"1N","Recapture","Peromyscus maniculatus","Male","Juvenile",13,", ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2554",2005-08-27,"1O","Recapture","Peromyscus maniculatus","Female","Juvenile",11.5,", ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2555",2005-08-27,"1P","New","Peromyscus maniculatus","Male","Juvenile",10,", ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2556",2005-08-27,"1Q","Recapture","Myodes gapperi",NA,"Adult",NA,"dead in trap, ,Rep_Con: NA,Tag1: B288,Tag2: B289",NA,NA,NA,NA,NA,NA,NA,NA
"2557",2005-08-27,"2K","Recapture","Peromyscus maniculatus","Male","Juvenile",14.5,", ,Rep_Con: NA,Tag1: B286,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2558",2005-08-27,"2C","Recapture","Peromyscus maniculatus","Male","Juvenile",15,", ,Rep_Con: NA,Tag1: B297,Tag2: B298",NA,NA,NA,NA,NA,NA,NA,NA
"2559",2005-08-27,"2B","Recapture","Peromyscus maniculatus","Male","Juvenile",16.5,", ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2560",2005-08-27,"2A","Recapture","Peromyscus maniculatus","Male","Juvenile",14.5,", ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2561",2005-09-01,"1A","Recapture","Peromyscus maniculatus","Male","Juvenile",17,"bled, ,Rep_Con: NA,Tag1: NA,Tag2: B281",NA,NA,NA,NA,NA,NA,NA,NA
"2562",2005-09-01,"1B","Recapture","Peromyscus maniculatus","Female","Juvenile",14,"hair, bled, ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2563",2005-09-01,"1D","Recapture","Peromyscus maniculatus","Female","Adult",19,", ,Rep_Con: NA,Tag1: B292,Tag2: B293",NA,NA,NA,NA,NA,NA,NA,NA
"2564",2005-09-01,"1E","Recapture","Peromyscus maniculatus","Male","Adult",20,", ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2565",2005-09-01,"1F","Recapture","Peromyscus maniculatus","Female","Juvenile",NA,"dead in trap, ,Rep_Con: NA,Tag1: NA,Tag2: B276",NA,NA,NA,NA,NA,NA,NA,NA
"2566",2005-09-01,"1K",NA,"Tamias amoenus",NA,NA,NA,", ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2567",2005-09-01,"1L","New","Myodes gapperi",NA,"Juvenile",NA,"dead in trap, ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2568",2005-09-01,"1P","Recapture","Peromyscus maniculatus","Female","Juvenile",14.5,"dead in trap, ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2569",2005-09-01,"1Q","Recapture","Peromyscus maniculatus","Male","Juvenile",13.5,"dead in trap, ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2570",2005-09-01,"1T","New","Peromyscus maniculatus","Female","Juvenile",10,"hair, bled, ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2571",2005-09-01,"2K","Recapture","Peromyscus maniculatus","Male","Juvenile",13.5,"hair, bled, ,Rep_Con: NA,Tag1: B286,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2572",2005-09-01,"2D","New","Myodes gapperi",NA,NA,NA,"dead in trap, ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2573",2005-09-01,"2C","Recapture","Peromyscus maniculatus","Male","Juvenile",NA,"dead in trap, ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2574",2005-09-01,"2B","Recapture","Peromyscus maniculatus","Male","Juvenile",NA,"dead in trap, ,Rep_Con: NA,Tag1: B297,Tag2: B298",NA,NA,NA,NA,NA,NA,NA,NA
"2575",2005-09-01,"2A","Recapture","Peromyscus maniculatus","Male","Juvenile",NA,"dead in trap, ,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2576",2004-04-30,NA,"New","Peromyscus maniculatus","Male","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2577",2004-04-30,NA,"New","Peromyscus maniculatus","Female","Adult",NA,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2578",2004-04-30,NA,"Recapture","Peromyscus maniculatus","Female","Adult",25,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2579",2004-04-30,NA,"New","Peromyscus maniculatus","Female","Adult",22.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2580",2004-05-04,NA,"Recapture","Peromyscus maniculatus","Male","Adult",19,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2581",2004-05-04,NA,"New","Peromyscus maniculatus","Male","Adult",19.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2582",2004-05-04,NA,"New","Peromyscus maniculatus","Female","Adult",16.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2583",2004-05-04,NA,"Recapture","Peromyscus maniculatus","Female","Adult",28,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2584",2004-05-04,NA,"New","Peromyscus maniculatus","Female","Adult",23,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2585",2004-05-04,NA,"Recapture","Peromyscus maniculatus","Female","Adult",22.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2586",2004-05-09,NA,"Recapture","Peromyscus maniculatus","Male","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2587",2004-05-09,NA,"Recapture","Peromyscus maniculatus","Male","Adult",22,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2588",2004-05-09,NA,"New","Peromyscus maniculatus","Male","Adult",22,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2589",2004-05-09,NA,"New","Peromyscus maniculatus","Male","Adult",23,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2590",2004-05-09,NA,"New","Peromyscus maniculatus","Male","Adult",23.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2591",2004-05-09,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2592",2004-05-09,NA,"Recapture","Peromyscus maniculatus","Female","Adult",22.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2593",2004-05-09,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2594",2004-05-16,NA,"Recapture","Peromyscus maniculatus","Male","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2595",2004-05-16,NA,"Recapture","Peromyscus maniculatus","Male","Adult",25.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2596",2004-05-16,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2597",2004-05-16,NA,"Recapture","Peromyscus maniculatus","Female","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2598",2004-05-16,NA,"Recapture","Peromyscus maniculatus","Female","Adult",22,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2599",2004-05-16,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2600",2004-05-16,NA,"Recapture","Peromyscus maniculatus","Female","Adult",12.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2601",2004-05-19,NA,"New","Peromyscus maniculatus","Male","Adult",21.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2602",2004-05-19,NA,"Recapture","Peromyscus maniculatus","Male","Adult",22,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2603",2004-05-19,NA,"Recapture","Peromyscus maniculatus","Male","Adult",20,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2604",2004-05-19,NA,"Recapture","Peromyscus maniculatus","Male","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2605",2004-05-19,NA,"Recapture","Peromyscus maniculatus","Male","Adult",24,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2606",2004-05-19,NA,"New","Peromyscus maniculatus","Female","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2607",2004-05-19,NA,"Recapture","Peromyscus maniculatus","Female","Adult",22.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2608",2004-05-19,NA,"Recapture","Peromyscus maniculatus","Female","Adult",22,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2609",2004-05-19,NA,"Recapture","Peromyscus maniculatus","Female","Adult",NA,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2610",2004-05-25,NA,"Recapture","Peromyscus maniculatus","Male","Adult",20.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2611",2004-05-25,NA,"Recapture","Peromyscus maniculatus","Male","Adult",20.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2612",2004-05-25,NA,"Recapture","Peromyscus maniculatus","Male","Adult",23,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2613",2004-05-25,NA,"Recapture","Peromyscus maniculatus","Male","Adult",22.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2614",2004-05-25,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2615",2004-05-25,NA,"Recapture","Peromyscus maniculatus","Female","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2616",2004-05-25,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2617",2004-05-25,NA,"Recapture","Peromyscus maniculatus","Female","Adult",27,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2618",2004-05-28,NA,"New","Peromyscus maniculatus","Male","Adult",20,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2619",2004-05-28,NA,"Recapture","Peromyscus maniculatus","Male","Adult",20.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2620",2004-05-28,NA,"Recapture","Peromyscus maniculatus","Male","Adult",22.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2621",2004-05-28,NA,"Recapture","Peromyscus maniculatus","Male","Adult",20.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2622",2004-05-28,NA,"New","Peromyscus maniculatus","Male","Adult",12.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2623",2004-05-28,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2624",2004-05-28,NA,"Recapture","Peromyscus maniculatus","Female","Adult",31.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2625",2004-05-28,NA,"Recapture","Peromyscus maniculatus","Female","Adult",25,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2626",2004-05-28,NA,"New","Peromyscus maniculatus","Female","Adult",26,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2627",2004-05-28,NA,"Recapture","Peromyscus maniculatus","Female","Adult",33.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2628",2004-06-01,NA,"New","Peromyscus maniculatus","Male","Adult",16.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2629",2004-06-01,NA,"New","Peromyscus maniculatus","Male","Adult",20,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2630",2004-06-01,NA,"New","Peromyscus maniculatus","Male","Adult",15.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2631",2004-06-01,NA,"Recapture","Peromyscus maniculatus","Male","Adult",12.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2632",2004-06-01,NA,"Recapture","Peromyscus maniculatus","Male","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2633",2004-06-01,NA,"Recapture","Peromyscus maniculatus","Male","Adult",22,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2634",2004-06-01,NA,"Recapture","Peromyscus maniculatus","Male","Adult",28,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2635",2004-06-01,NA,"Recapture","Peromyscus maniculatus","Male","Adult",9,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2636",2004-06-01,NA,"Recapture","Peromyscus maniculatus","Female","Adult",26.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2637",2004-06-01,NA,"Recapture","Peromyscus maniculatus","Female","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2638",2004-06-01,NA,"New","Peromyscus maniculatus","Female","Juvenile",13.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2639",2004-06-04,NA,"Recapture","Peromyscus maniculatus","Male","Adult",13,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2640",2004-06-04,NA,"Recapture","Peromyscus maniculatus","Male","Adult",20.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2641",2004-06-04,NA,"Recapture","Peromyscus maniculatus","Male","Adult",23.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2642",2004-06-04,NA,"Recapture","Peromyscus maniculatus","Male","Adult",13,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2643",2004-06-04,NA,"Recapture","Peromyscus maniculatus","Female","Adult",22.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2644",2004-06-04,NA,"Recapture","Peromyscus maniculatus","Female","Adult",24,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2645",2004-06-04,NA,"Recapture","Peromyscus maniculatus","Female","Adult",19.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2646",2004-06-04,NA,"Recapture","Peromyscus maniculatus","Female","Adult",30,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2647",2004-06-04,NA,"New","Peromyscus maniculatus","Female","Juvenile",11,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2648",2004-06-04,NA,"New","Peromyscus maniculatus","Male","Juvenile",12,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2649",2004-06-09,NA,"Recapture","Peromyscus maniculatus","Male","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2650",2004-06-09,NA,"Recapture","Peromyscus maniculatus","Male","Adult",16,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2651",2004-06-09,NA,"Recapture","Peromyscus maniculatus","Male","Adult",18,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2652",2004-06-09,NA,"Recapture","Peromyscus maniculatus","Male","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2653",2004-06-09,NA,"Recapture","Peromyscus maniculatus","Female","Adult",15.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2654",2004-06-09,NA,"Recapture","Peromyscus maniculatus","Female","Adult",22,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2655",2004-06-09,NA,"Recapture","Peromyscus maniculatus","Female","Adult",24,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2656",2004-06-09,NA,"Recapture","Peromyscus maniculatus","Female","Adult",20.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2657",2004-06-09,NA,"Recapture","Peromyscus maniculatus","Female","Juvenile",15.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2658",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Male","Adult",19,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2659",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Male","Adult",17.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2660",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Male","Adult",21.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2661",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Male","Adult",19.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2662",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Male","Adult",14,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2663",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2664",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Female","Adult",NA,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2665",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Female","Adult",NA,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2666",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Female","Adult",21.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2667",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Female","Juvenile",12.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2668",2004-06-11,NA,"New","Peromyscus maniculatus","Female","Juvenile",14.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2669",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Female","Juvenile",13,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2670",2004-06-11,NA,"Recapture","Peromyscus maniculatus","Male","Juvenile",16,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2671",2004-06-14,NA,"Recapture","Peromyscus maniculatus","Male","Adult",15,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2672",2004-06-14,NA,"Recapture","Peromyscus maniculatus","Male","Adult",21.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2673",2004-06-14,NA,"Recapture","Peromyscus maniculatus","Male","Adult",14,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2674",2004-06-14,NA,"New","Peromyscus maniculatus","Female","Adult",18,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2675",2004-06-14,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2676",2004-06-14,NA,"Recapture","Peromyscus maniculatus","Female","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2677",2004-06-14,NA,"Recapture","Peromyscus maniculatus","Female","Adult",24,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2678",2004-06-14,NA,"New","Peromyscus maniculatus","Female","Juvenile",13,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2679",2004-06-14,NA,"Recapture","Peromyscus maniculatus","Female","Juvenile",14,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2680",2004-06-14,NA,"Recapture","Peromyscus maniculatus","Male","Juvenile",16,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2681",2004-06-14,NA,"New","Peromyscus maniculatus","Female","Juvenile",14.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2682",2004-06-17,NA,"Recapture","Peromyscus maniculatus","Male","Adult",15,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2683",2004-06-17,NA,"Recapture","Peromyscus maniculatus","Male","Adult",20.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2684",2004-06-17,NA,"Recapture","Peromyscus maniculatus","Male","Adult",15,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2685",2004-06-17,NA,"Recapture","Peromyscus maniculatus","Female","Adult",24.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2686",2004-06-17,NA,"Recapture","Peromyscus maniculatus","Female","Adult",20,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2687",2004-06-17,NA,"Recapture","Peromyscus maniculatus","Female","Adult",23,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2688",2004-06-17,NA,"New","Peromyscus maniculatus","Female","Juvenile",12.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2689",2004-06-17,NA,"Recapture","Peromyscus maniculatus","Female","Juvenile",11,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2690",2004-06-17,NA,"Recapture","Peromyscus maniculatus","Female","Juvenile",12.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2691",2004-06-17,NA,"Recapture","Peromyscus maniculatus","Female","Juvenile",15,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2692",2004-06-21,NA,"Recapture","Peromyscus maniculatus","Male","Adult",21.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2693",2004-06-21,NA,"Recapture","Peromyscus maniculatus","Male","Adult",14.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2694",2004-06-21,NA,"Recapture","Peromyscus maniculatus","Male","Adult",19.5,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2695",2004-06-21,NA,"Recapture","Peromyscus maniculatus","Female","Adult",22,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2696",2004-06-21,NA,"Recapture","Peromyscus maniculatus","Female","Adult",21,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
"2697",2004-06-21,NA,"Recapture","Peromyscus maniculatus","Female","Juvenile",13,"NA,Rep_Con: NA,Tag1: NA,Tag2: NA",NA,NA,NA,NA,NA,NA,NA,NA
