Date,Trap Co-ordinate 1,Trap co-ordinate 2,New/Recap,Spp.,Tag (one),Tag (two),Sex,Age,Wt,Condition,Remarks
5-Aug-85,40,20,R,Pm,4422,,M,OW,23.5,S,
5-Aug-85,80,240,R,Pm,4427,4428,M,YY,15.5,Imm,
5-Aug-85,0,200,R,Pm,4435,4436,F,YY,19,L,
5-Aug-85,20,0,R,Pm,4468,4910,F,YY,24,L,
5-Aug-85,-80,220,R,Pm,4471,4472,F,YY,20,Preg,
5-Aug-85,80,300,R,Pm,4481,4482,M,YY,15,Imm,
5-Aug-85,100,20,R,Pm,4494,4495,F,YY,21.5,L,
5-Aug-85,-180,240,R,Pm,4519,4520,M,YY,15,Imm,
5-Aug-85,60,80,N,Pm,4548,4553,M,YY,15.5,Imm,
5-Aug-85,60,220,N,Pm,4551,4573,F,YY,17,Preg,
5-Aug-85,80,320,,Pm,,,,YY,,,
6-Aug-85,80,300,R,Pm,2281,4992,F,OW,21,Preg,
6-Aug-85,-180,240,R,Pm,3748,3749,M,OW,20,S,
6-Aug-85,20,280,R,Pm,3757,3758,F,OW,24,L,
6-Aug-85,60,40,R,Pm,4267,4268,F,YY,24,L/Preg,
6-Aug-85,120,0,R,Pm,4275,4276,F,YY,25,Preg,
6-Aug-85,80,300,R,Pm,4285,4286,M,YY,16,NS,
6-Aug-85,100,80,R,Pm,4422,,M,OW,22,S,
6-Aug-85,40,160,R,Pm,4426,4574,F,YY,20.5,L,
6-Aug-85,80,240,R,Pm,4427,4428,M,YY,16,Imm,
6-Aug-85,-60,240,R,Pm,4433,4434,F,YY,19.5,L,
6-Aug-85,0,200,R,Pm,4435,4436,F,YY,22,L/Preg,
6-Aug-85,80,80,R,Pm,4468,4910,F,YY,22,L,
6-Aug-85,80,300,R,Pm,4473,4474,F,YY,18,Preg,
6-Aug-85,80,300,R,Pm,4478,4479,M,YY,15.5,Imm,
6-Aug-85,80,320,R,Pm,4481,4482,M,YY,16.5,NS,
6-Aug-85,100,20,R,Pm,4494,4495,F,YY,23.5,L,
6-Aug-85,40,80,R,Pm,4548,4553,M,YY,18.5,Imm,
6-Aug-85,-40,220,N,Pm,4554,4555,F,YY,19.5,Preg,
12-Aug-85,20,80,R,Pm,2355,3604,M,OW,22,S,
12-Aug-85,20,280,R,Pm,3757,3758,F,OW,26,L,
12-Aug-85,80,80,R,Pm,4267,4268,F,YY,30,Preg,
12-Aug-85,120,0,R,Pm,4275,4276,F,YY,29,Preg,
12-Aug-85,80,300,R,Pm,4285,4286,M,YY,17,S,
12-Aug-85,140,20,R,Pm,4422,,M,OW,23,S,
12-Aug-85,40,160,R,Pm,4426,4574,F,YY,23,L,
12-Aug-85,80,240,R,Pm,4427,4428,M,YY,17,Imm,
12-Aug-85,0,200,R,Pm,4435,4436,F,YY,27,Preg,
12-Aug-85,0,60,R,Pm,4468,4910,F,YY,26,L/Preg,
12-Aug-85,80,300,R,Pm,4473,4474,F,YY,18.5,Preg,
12-Aug-85,60,320,R,Pm,4481,4482,M,YY,16.5,NS,
12-Aug-85,100,20,R,Pm,4494,4495,F,YY,25,L,
12-Aug-85,80,100,R,Pm,4496,4497,F,YY,24,Preg,
12-Aug-85,480,220,R,Pm,4519,4520,M,YY,19,Imm,
12-Aug-85,-60,240,R,Pm,4521,4522,M,OW,21,S,
12-Aug-85,-60,220,R,Pm,4551,4573,F,YY,22,Preg,
12-Aug-85,80,260,N,Pm,2290,4585,M,YY,10,Imm,
12-Aug-85,60,180,N,Pm,4583,4584,M,YY,13,Imm,
13-Aug-85,80,300,R,Pm,2281,4992,F,OW,20,L/Preg,
13-Aug-85,20,280,R,Pm,3757,3758,F,OW,26,L,
13-Aug-85,-20,0,R,Pm,3776,3799,M,OW,21,S,
13-Aug-85,40,160,R,Pm,4223,4224,F,YY,27.5,Preg,
13-Aug-85,80,20,R,Pm,4267,4268,F,YY,29.5,Preg,
13-Aug-85,120,20,R,Pm,4275,4276,F,YY,28.5,Preg,
13-Aug-85,120,40,R,Pm,4422,,M,OW,22,S,
13-Aug-85,40,160,R,Pm,4426,4574,F,YY,21,L,
13-Aug-85,80,240,R,Pm,4427,4428,M,YY,16.5,Imm,
13-Aug-85,80,60,R,Pm,4468,4910,F,YY,26,Preg,
13-Aug-85,80,320,R,Pm,4473,4474,F,YY,17,Preg,
13-Aug-85,20,360,R,Pm,4478,4479,M,YY,17,Imm,
13-Aug-85,80,320,R,Pm,4481,4482,M,YY,17,NS,
13-Aug-85,100,20,R,Pm,4494,4495,F,YY,26,NL,
13-Aug-85,-180,240,R,Pm,4519,4520,M,YY,17,NS,
13-Aug-85,40,80,R,Pm,4548,4553,M,YY,20,Imm,
13-Aug-85,100,40,N,Pm,4588,4589,M,YY,18,Imm,
13-Aug-85,60,180,N,Pm,4590,4591,F,YY,10.5,Imm,
19-Aug-85,60,300,R,Pm,2281,4992,F,OW,21,L,
19-Aug-85,80,300,R,Pm,2290,4585,M,YY,16,NS,
19-Aug-85,20,80,R,Pm,2355,3604,M,OW,22.5,S,
19-Aug-85,20,260,R,Pm,3757,3758,F,OW,26,L,
19-Aug-85,60,40,R,Pm,4267,4268,F,YY,31.5,Preg,
19-Aug-85,40,80,R,Pm,4422,,M,OW,22,S,
19-Aug-85,80,280,R,Pm,4427,4428,M,YY,19,Imm,
19-Aug-85,0,200,R,Pm,4435,4436,F,YY,19,Preg,
19-Aug-85,60,20,R,Pm,4468,4910,F,YY,26.5,Preg,
19-Aug-85,80,300,R,Pm,4473,4474,F,YY,16,NB,
19-Aug-85,120,0,R,Pm,4496,4497,F,YY,26.5,L,
19-Aug-85,60,140,R,Pm,4496,4497,F,YY,21,L,
19-Aug-85,40,60,R,Pm,4548,4553,M,YY,21.5,S,
19-Aug-85,-80,220,R,Pm,4554,4555,F,YY,23,Preg,
19-Aug-85,80,40,N,Pm,4595,4596,M,YY,8.5,Imm,
19-Aug-85,80,180,N,Pm,4597,4598,M,YY,12.5,Imm,
19-Aug-85,60,160,N,Pm,4599,4600,F,YY,11.5,Imm,
19-Aug-85,80,0,N,Pm,4906,4907,M,YY,8.5,Imm,
19-Aug-85,60,0,N,Pm,4908,4909,M,YY,9.5,Imm,
19-Aug-85,100,20,N,Pm,4911,4912,F,YY,8.5,Imm,
19-Aug-85,60,60,N,Pm,4913,4914,M,YY,7.5,Imm,
19-Aug-85,40,180,N,Pm,4918,4919,M,YY,12,Imm,
19-Aug-85,0,220,N,Pm,4922,4923,M,YY,18,NS,
20-Aug-85,80,320,R,Pm,2281,4992,F,OW,21,L,
20-Aug-85,20,80,R,Pm,2355,3604,M,OW,22,S,
20-Aug-85,20,280,R,Pm,3757,3758,F,OW,26.5,L,
20-Aug-85,60,0,R,Pm,4267,4268,F,YY,32.5,Preg,
20-Aug-85,120,0,R,Pm,4275,4276,F,YY,22,L,
20-Aug-85,80,300,R,Pm,4285,4286,M,YY,16,NS,
20-Aug-85,20,60,R,Pm,4422,,M,OW,22.5,S,
20-Aug-85,40,160,R,Pm,4426,4574,F,YY,20,L,
20-Aug-85,80,260,R,Pm,4427,4428,M,YY,17,Imm,
20-Aug-85,0,220,R,Pm,4435,4436,F,YY,20,L,
20-Aug-85,40,40,R,Pm,4468,4910,F,YY,26.5,Preg,
20-Aug-85,80,300,R,Pm,4473,4474,F,YY,16.5,NB,
20-Aug-85,100,20,R,Pm,4496,4497,F,YY,23.5,NL,
20-Aug-85,20,100,R,Pm,4548,4553,M,YY,19,S,
20-Aug-85,20,140,R,Pm,4551,4573,F,YY,32,Preg,
20-Aug-85,60,180,R,Pm,4590,4591,F,YY,11.5,Imm,
20-Aug-85,80,0,R,Pm,4906,4907,M,YY,8.5,Imm,
20-Aug-85,80,60,R,Pm,4911,4912,F,YY,9,Imm,
20-Aug-85,60,220,R,Pm,4918,4919,M,YY,12.5,Imm,
31-Aug-85,80,280,R,Pm,2281,4992,F,OW,18,L,
31-Aug-85,-40,220,R,Pm,2355,3604,M,OW,21,S,
31-Aug-85,40,420,R,Pm,3757,3758,F,OW,24,NL,
31-Aug-85,60,40,R,Pm,4267,4268,F,YY,25,L,
31-Aug-85,120,40,R,Pm,4275,4276,F,YY,22,NL,
31-Aug-85,20,60,R,Pm,4422,,M,OW,22,S,
31-Aug-85,80,300,R,Pm,4427,4428,M,YY,16,Imm,
31-Aug-85,40,20,R,Pm,4468,4910,F,YY,22.5,L,
31-Aug-85,80,300,R,Pm,4473,4474,F,YY,17,NB,
31-Aug-85,-80,220,R,Pm,4519,4520,M,YY,17.5,NS,
31-Aug-85,60,180,R,Pm,4583,4584,M,YY,15.5,Imm,
31-Aug-85,80,140,R,Pm,4597,4598,M,YY,14.5,NS,
31-Aug-85,20,300,R,Pm,4922,4923,M,YY,18.5,NS,
31-Aug-85,120,40,N,Pm,4986,4987,M,YY,12.5,Imm,
31-Aug-85,20,260,N,Pm,4988,4989,F,YY,13.5,Imm,
31-Aug-85,80,280,N,Pm,4991,4992,F,YY,18,NL,
31-Aug-85,120,0,N,Pm,5000,5001,F,YY,12,Imm,
31-Aug-85,60,140,,Pm,,,,,,dead,dead
14-Sep-85,80,300,R,Pm,2281,4992,F,OW,23,Preg,
14-Sep-85,60,220,R,Pm,2290,4585,M,YY,16.5,NS,
14-Sep-85,20,360,R,Pm,2355,3604,M,OW,20,S,
14-Sep-85,20,260,R,Pm,3757,3758,F,OW,26,Preg,
14-Sep-85,80,40,R,Pm,4267,4268,F,YY,23.5,L,
14-Sep-85,60,320,R,Pm,4285,4286,M,YY,16,dead,dead
14-Sep-85,60,300,R,Pm,4427,4428,M,YY,16,Imm,
14-Sep-85,0,220,R,Pm,4435,4436,F,YY,20,L,
14-Sep-85,40,40,R,Pm,4468,4910,F,YY,24,NL,
14-Sep-85,60,300,R,Pm,4473,4474,F,YY,17.5,NB,
14-Sep-85,-60,220,R,Pm,4519,4520,M,YY,19,NS,
14-Sep-85,40,0,R,Pm,4548,4553,M,YY,21.5,NS,
14-Sep-85,40,180,R,Pm,4583,4584,M,YY,19.5,Imm,
14-Sep-85,80,40,R,Pm,4595,4596,M,YY,,dead,dead
14-Sep-85,80,180,R,Pm,4597,4598,M,YY,16,NS,
14-Sep-85,60,200,R,Pm,4599,4600,F,YY,15.5,NB,
14-Sep-85,80,140,R,Pm,4906,4907,M,YY,17.5,NS,
14-Sep-85,40,160,R,Pm,4918,4919,M,YY,17.5,NS,
14-Sep-85,40,360,R,Pm,4922,4923,M,YY,20.5,NS,
14-Sep-85,120,0,R,Pm,4986,4987,M,YY,17.5,Imm,
14-Sep-85,80,300,R,Pm,4991,4992,F,YY,23,Preg,
14-Sep-85,100,0,N,Pm,263,264,M,YY,19,NS,
14-Sep-85,20,20,N,Pm,265,266,F,YY,13,NB,
14-Sep-85,20,80,N,Pm,267,268,F,YY,13.5,NB,
14-Sep-85,0,60,N,Pm,269,270,F,YY,15,NB,
14-Sep-85,40,20,N,Pm,271,272,F,YY,17,NB,
14-Sep-85,100,20,N,Pm,273,274,F,YY,16,NB,
14-Sep-85,60,60,N,Pm,275,2011,F,YY,17.5,NB,
14-Sep-85,20,340,N,Pm,2015,2035,M,YY,17,NS,
14-Sep-85,20,280,N,Pm,2261,2293,M,YY,14,NS,
14-Sep-85,20,120,N,Pm,2262,2276,F,YY,17,NB,
14-Sep-85,80,260,N,Pm,2275,2280,M,YY,18,NS,
14-Sep-85,40,280,N,Pm,2284,2288,F,YY,15.5,NB,
14-Sep-85,20,260,N,Pm,2360,2374,M,YY,15,NS,
14-Sep-85,0,200,N,Pm,5011,5012,F,YY,17,Imm,
14-Sep-85,-80,220,N,Pm,5017,5018,F,YY,18,Imm,
15-Sep-85,100,0,R,Pm,263,264,M,YY,18.5,NS,
15-Sep-85,60,40,R,Pm,267,268,F,YY,14.5,NB,
15-Sep-85,40,20,R,Pm,271,272,F,YY,15,NB,
15-Sep-85,100,20,R,Pm,273,274,F,YY,15.5,NB,
15-Sep-85,80,60,R,Pm,275,2011,F,YY,15.5,NB,
15-Sep-85,20,340,R,Pm,2015,2035,M,YY,13.5,NS,
15-Sep-85,40,280,R,Pm,2261,2293,M,YY,15.5,NS,
15-Sep-85,20,20,R,Pm,2262,2276,F,YY,15,NB,
15-Sep-85,80,260,R,Pm,2275,2280,M,YY,18,NS,
15-Sep-85,80,280,R,Pm,2281,4992,F,OW,21,Preg,
15-Sep-85,20,220,R,Pm,2284,2288,F,YY,16,NB,
15-Sep-85,60,220,R,Pm,2290,4585,M,YY,16.5,NS,
15-Sep-85,20,160,R,Pm,2355,3604,M,OW,20.5,S,
15-Sep-85,20,300,R,Pm,2360,2374,M,YY,15.5,NS,
15-Sep-85,20,300,R,Pm,2360,2374,M,YY,15.5,NS,
15-Sep-85,20,260,R,Pm,3757,3758,F,OW,23,NL,
15-Sep-85,60,60,R,Pm,4267,4268,F,YY,22.5,L,
15-Sep-85,60,300,R,Pm,4427,4428,M,YY,16.5,Imm,
15-Sep-85,0,200,R,Pm,4435,4436,F,YY,19.5,L,
15-Sep-85,40,40,R,Pm,4468,4910,F,YY,23,NL,
15-Sep-85,60,300,R,Pm,4473,4474,F,YY,15.5,NB,
15-Sep-85,-60,220,R,Pm,4519,4520,M,YY,19,NS,
15-Sep-85,20,60,R,Pm,4548,4553,M,YY,20.5,NS,
15-Sep-85,-20,240,R,Pm,4554,4555,F,YY,21.5,L,
15-Sep-85,60,180,R,Pm,4583,4584,M,YY,17.5,Imm,
15-Sep-85,60,200,R,Pm,4590,4591,F,YY,14.5,Imm,
15-Sep-85,40,160,R,Pm,4599,4600,F,YY,15.5,NB,
15-Sep-85,60,80,R,Pm,4906,4907,M,YY,14.5,NS,
15-Sep-85,60,100,R,Pm,4908,4909,M,YY,16,NS,
15-Sep-85,40,180,R,Pm,4918,4919,M,YY,17.5,NS,
15-Sep-85,40,360,R,Pm,4922,4923,M,YY,20.5,NS,
15-Sep-85,120,0,R,Pm,4986,4987,M,YY,17,Imm,
15-Sep-85,80,0,N,Pm,2252,2298,M,YY,15,NS,
15-Sep-85,0,360,N,Pm,2337,2361,F,YY,8,NB,
15-Sep-85,60,100,N,Pm,5002,5003,M,YY,15,Imm,
15-Sep-85,60,340,N,Pm,5033,5034,F,YY,18.5,Imm,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
