"","resolved_binomial","gametophytic","sporophytic","resolved_name"
"385","Grabowskia_duplicata",12,NA,"Grabowskia duplicata Arn."
"386","Grabowskia_obtusa",12,NA,"Grabowskia obtusa Arn."
"387","Grammosolen_truncatus",56,NA,"Grammosolen truncatus (Ising) Haegi"
"388","Hunzikeria_texana",16,NA,"Hunzikeria texana (Torr.) D'Arcy"
"389","Hyoscyamus_albus",34,NA,"Hyoscyamus albus L."
"390","Hyoscyamus_albus",34,NA,"Hyoscyamus albus L."
"391","Hyoscyamus_arachnoideus",17,NA,"Hyoscyamus arachnoideus Pojark."
"392","Hyoscyamus_desertorum",17,NA,"Hyoscyamus desertorum (Asch. & Boiss.) Täckh."
"393","Hyoscyamus_insanus",14,NA,"Hyoscyamus insanus Stocks"
"394","Hyoscyamus_kurdicus",17,NA,"Hyoscyamus kurdicus Bornm."
"395","Hyoscyamus_malekianus",14,NA,"Hyoscyamus malekianus Parsa"
"396","Hyoscyamus_muticus",14,NA,"Hyoscyamus muticus L."
"397","Hyoscyamus_muticus",14,NA,"Hyoscyamus muticus L."
"398","Hyoscyamus_niger",17,NA,"Hyoscyamus niger L."
"399","Hyoscyamus_niger",17,NA,"Hyoscyamus niger L."
"400","Hyoscyamus_pusillus",17,NA,"Hyoscyamus pusillus L."
"401","Hyoscyamus_pusillus",34,NA,"Hyoscyamus pusillus L."
"402","Hyoscyamus_pusillus",34,NA,"Hyoscyamus pusillus L."
"403","Hyoscyamus_reticulatus",17,NA,"Hyoscyamus reticulatus L."
"404","Hyoscyamus_senecionis",17,NA,"Hyoscyamus senecionis Willd."
"405","Hyoscyamus_squarrosus",17,NA,"Hyoscyamus squarrosus Griff."
"406","Hyoscyamus_turcomanicus",17,NA,"Hyoscyamus turcomanicus Pojark."
"407","Iochroma_australe",12,NA,"Iochroma australe Griseb."
"408","Iochroma_cyaneum",12,NA,"Iochroma cyaneum (Lindl.) G. H. M. Lawr. & J. M. Tucker"
"409","Iochroma_lehmannii",12,NA,"Iochroma lehmannii Dammer ex Bitter"
"410","Jaborosa_araucana",12,NA,"Jaborosa araucana Phil."
"411","Jaborosa_bergii",12,NA,"Jaborosa bergii Hieron."
"412","Jaborosa_caulescens_var._bipinnatifida",12,NA,"Jaborosa caulescens var. bipinnatifida (Dunal) Reiche"
"413","Jaborosa_caulescens",12,NA,"Jaborosa caulescens Gillies & Hook."
"414","Jaborosa_integrifolia",12,NA,"Jaborosa integrifolia Lam."
"415","Jaborosa_kurtzii",12,NA,"Jaborosa kurtzii Hunz. & Barboza"
"416","Jaborosa_laciniata",12,NA,"Jaborosa laciniata (Miers) Hunz."
"417","Jaborosa_lanigera",12,NA,"Jaborosa lanigera (Phil.) Hunz. & Barboza"
"418","Jaborosa_leucotricha",12,NA,"Jaborosa leucotricha (Speg.) Hunz."
"419","Jaborosa_odonelliana",12,NA,"Jaborosa odonelliana Hunz."
"420","Jaborosa_oxipetala",12,NA,"Jaborosa oxipetala Speg."
"421","Jaborosa_parviflora",12,NA,"Jaborosa parviflora (Phil.) Hunz. & Barboza"
"422","Jaborosa_reflexa",12,NA,"Jaborosa reflexa Phil."
"423","Jaborosa_riojana",12,NA,"Jaborosa riojana Hunz. & Barboza"
"424","Jaborosa_rotacea",12,NA,"Jaborosa rotacea (Lillo) Hunz. & Barboza"
"425","Jaborosa_runcinata",12,NA,"Jaborosa runcinata Lam."
"426","Jaborosa_sativa",12,NA,"Jaborosa sativa (Miers) Hunz. & Barboza"
"427","Jaltomata_darcyana",12,NA,"Jaltomata darcyana Mione"
"428","Jaltomata_darcyana",12,NA,"Jaltomata darcyana Mione"
"429","Jaltomata_lojae",12,NA,"Jaltomata lojae Mione"
"430","Jaltomata_procumbens",12,NA,"Jaltomata procumbens (Cav.) J. L. Gentry"
"431","Jaltomata_repandidentata",12,NA,"Jaltomata repandidentata (Dunal) Hunz."
"432","Jaltomata_sagastegui",12,NA,"Jaltomata sagastegui Mione"
"433","Jaltomata_sagastegui",12,NA,"Jaltomata sagastegui Mione"
"434","Jaltomata_umbellata",12,NA,"Jaltomata umbellata (Ruiz & Pav.) Mione & M. Nee"
"435","Jaltomata_umbellata",12,NA,"Jaltomata umbellata (Ruiz & Pav.) Mione & M. Nee"
"436","Jaltomata_umbellata",12,NA,"Jaltomata umbellata (Ruiz & Pav.) Mione & M. Nee"
"437","Jaltomata_ventricosa",12,NA,"Jaltomata ventricosa (Baker) Mione"
"438","Jaltomata_ventricosa",12,NA,"Jaltomata ventricosa (Baker) Mione"
"439","Jaltomata_viridiflora",12,NA,"Jaltomata viridiflora (Kunth) M. Nee & Mione"
"440","Jaltomata_viridiflora",12,NA,"Jaltomata viridiflora (Kunth) M. Nee & Mione"
"441","Latua_pubiflora",9,NA,"Latua pubiflora (Griseb.) Baill."
"442","Leptoglossis_linifolia",10,NA,"Leptoglossis linifolia (Miers) Griseb."
"443","Leptoglossis_schwenckioides",10,NA,"Leptoglossis schwenckioides Benth."
"444","Lycianthes_acapulcensis",12,NA,"Lycianthes acapulcensis (Baill.) D'Arcy"
"445","Lycianthes_arrazolensis",12,NA,"Lycianthes arrazolensis (J. M. Coult. & D. Sm.) Bitter"
"446","Lycianthes_ciliolata",12,NA,"Lycianthes ciliolata (M. Martens & Galeotti) Bitter"
"447","Lycianthes_ciliolata",12,NA,"Lycianthes ciliolata (M. Martens & Galeotti) Bitter"
"448","Lycianthes_dejecta",12,NA,"Lycianthes dejecta (Fernald) Bitter"
"449","Lycianthes_moziniana",12,NA,"Lycianthes moziniana (Dunal) Bitter"
"450","Lycianthes_peduncularis",12,NA,"Lycianthes peduncularis (Schltdl.) Bitter"
"451","Lycianthes_rantonnetii",12,NA,"Lycianthes rantonnetii (Carriere) Bitter"
"452","Lycianthes_rantonnetii",12,NA,"Lycianthes rantonnetii (Carriere) Bitter"
"453","Lycianthes_rzedowskii",12,NA,"Lycianthes rzedowskii E. Dean"
"454","Lycianthes_starbuckii",12,NA,"Lycianthes starbuckii E. Dean"
"455","Lycianthes_starbuckii",12,NA,"Lycianthes starbuckii E. Dean"
"456","Lycium_acutifolium",12,NA,"Lycium acutifolium E. Mey. ex Dunal"
"457","Lycium_afrum",12,NA,"Lycium afrum L."
"458","Lycium_ameghinoi",12,NA,"Lycium ameghinoi Speg."
"459","Lycium_ameghinoi",12,NA,"Lycium ameghinoi Speg."
"460","Lycium_americanum",12,NA,"Lycium americanum Jacq."
"461","Lycium_americanum",12,NA,"Lycium americanum Jacq."
"462","Lycium_amoenum",12,NA,"Lycium amoenum Dammer"
"463","Lycium_amoenum",12,NA,"Lycium amoenum Dammer"
"464","Lycium_andersonii",12,NA,"Lycium andersonii A. Gray"
"465","Lycium_andersonii",12,NA,"Lycium andersonii A. Gray"
"466","Lycium_andersonii",12,NA,"Lycium andersonii A. Gray"
"467","Lycium_andersonii",12,NA,"Lycium andersonii A. Gray"
"468","Lycium_andersonii",12,NA,"Lycium andersonii A. Gray"
"469","Lycium_cinereum",36,NA,"Lycium cinereum Thunb."
"470","Lycium_barbarum",12,NA,"Lycium barbarum L."
"471","Lycium_barbarum",12,NA,"Lycium barbarum L."
"472","Lycium_berlandieri",12,NA,"Lycium berlandieri Dunal"
"473","Lycium_berlandieri_var._parviflorum",12,NA,"Lycium berlandieri var. parviflorum (A. Gray) A. Terracc."
"474","Lycium_berlandieri",12,NA,"Lycium berlandieri Dunal"
"475","Lycium_bosciifolium",12,NA,"Lycium bosciifolium Schinz"
"476","Lycium_bosciifolium",12,NA,"Lycium bosciifolium Schinz"
"477","Lycium_bosciifolium",12,NA,"Lycium bosciifolium Schinz"
"478","Lycium_brevipes",12,NA,"Lycium brevipes Benth."
"479","Lycium_richii",12,NA,"Lycium richii A. Gray"
"480","Lycium_californicum",24,NA,"Lycium californicum A. Gray"
"481","Lycium_californicum",18,NA,"Lycium californicum A. Gray"
"482","Lycium_californicum",12,NA,"Lycium californicum A. Gray"
"483","Lycium_carolinianum_var._quadrifidum",12,NA,"Lycium carolinianum var. quadrifidum (Moc. & Sessé) C. L. Hitchc."
"484","Lycium_cestroides",12,NA,"Lycium cestroides Schltdl."
"485","Lycium_cestroides",12,NA,"Lycium cestroides Schltdl."
"486","Lycium_chanar",12,NA,"Lycium chanar Phil."
"487","Lycium_chilense_var._vergarae",12,NA,"Lycium chilense var. vergarae (Phil.) Bernardello"
"488","Lycium_chilense",24,NA,"Lycium chilense Bertero"
"489","Lycium_chilense",12,NA,"Lycium chilense Bertero"
"490","Lycium_chilense",12,NA,"Lycium chilense Bertero"
"491","Lycium_ciliatum",12,NA,"Lycium ciliatum Schltdl."
"492","Lycium_ciliatum",12,NA,"Lycium ciliatum Schltdl."
"493","Lycium_cinereum",12,NA,"Lycium cinereum Thunb."
"494","Lycium_cinereum",12,NA,"Lycium cinereum Thunb."
"495","Lycium_cooperi",12,NA,"Lycium cooperi A. Gray"
"496","Lycium_cooperi",12,NA,"Lycium cooperi A. Gray"
"497","Lycium_cuneatum",12,NA,"Lycium cuneatum Dammer"
"498","Lycium_cuneatum",12,NA,"Lycium cuneatum Dammer"
"499","Lycium_decumbens",12,NA,"Lycium decumbens Welw. ex Hiern"
"500","Lycium_depressum",12,NA,"Lycium depressum Stocks"
"501","Lycium_edgeworthii",12,NA,"Lycium edgeworthii Miers"
"502","Lycium_eenii",12,NA,"Lycium eenii S. Moore"
"503","Lycium_elongatum",12,NA,"Lycium elongatum Miers"
"504","Lycium_elongatum",12,NA,"Lycium elongatum Miers"
"505","Lycium_elongatum",12,NA,"Lycium elongatum Miers"
"506","Lycium_europaeum",12,NA,"Lycium europaeum L."
"507","Lycium_exsertum",24,NA,"Lycium exsertum A. Gray"
"508","Lycium_exsertum",24,NA,"Lycium exsertum A. Gray"
"509","Lycium_ferocissimum",12,NA,"Lycium ferocissimum Miers"
"510","Lycium_ferocissimum",12,NA,"Lycium ferocissimum Miers"
"511","Lycium_ferocissimum",12,NA,"Lycium ferocissimum Miers"
"512","Lycium_fremontii",48,NA,"Lycium fremontii A. Gray"
"513","Lycium_fremontii",48,NA,"Lycium fremontii A. Gray"
"514","Lycium_fremontii",48,NA,"Lycium fremontii A. Gray"
"515","Lycium_fuscum",12,NA,"Lycium fuscum Miers"
"516","Lycium_gilliesianum",12,NA,"Lycium gilliesianum Miers"
"517","Lycium_gilliesianum",12,NA,"Lycium gilliesianum Miers"
"518","Lycium_grandicalyx",12,NA,"Lycium grandicalyx Joubert & Venter"
"519","Lycium_hirsutum",12,NA,"Lycium hirsutum Dunal"
"520","Lycium_hirsutum",12,NA,"Lycium hirsutum Dunal"
"521","Lycium_horridum",24,NA,"Lycium horridum Thunb."
"522","Lycium_infaustum",12,NA,"Lycium infaustum Miers"
"523","Lycium_infaustum",12,NA,"Lycium infaustum Miers"
"524","Lycium_kopetdaghi",12,NA,"Lycium kopetdaghi Pojark."
"525","Lycium_macrodon",12,NA,"Lycium macrodon A. Gray"
"526","Lycium_macrodon",12,NA,"Lycium macrodon A. Gray"
"527","Lycium_makranicum",12,NA,"Lycium makranicum Schonebeck-Temesy"
"528","Lycium_mascarenense",12,NA,"Lycium mascarenense A. M. Venter & A. J. Scott"
"529","Lycium_minutifolium",12,NA,"Lycium minutifolium Remy"
"530","Lycium_morongii",12,NA,"Lycium morongii Britton"
"531","Lycium_morongii",12,NA,"Lycium morongii Britton"
"532","Lycium_nodosum",12,NA,"Lycium nodosum Miers"
"533","Lycium_nodosum",12,NA,"Lycium nodosum Miers"
"534","Lycium_oxycarpum",12,NA,"Lycium oxycarpum Dunal"
"535","Lycium_oxycarpum",12,NA,"Lycium oxycarpum Dunal"
"536","Lycium_oxycarpum",12,NA,"Lycium oxycarpum Dunal"
"537","Lycium_pallidum",12,NA,"Lycium pallidum Miers"
"538","Lycium_pallidum",12,NA,"Lycium pallidum Miers"
"539","Lycium_parishii",12,NA,"Lycium parishii A. Gray"
"540","Lycium_parishii",12,NA,"Lycium parishii A. Gray"
"541","Lycium_puberulum",12,NA,"Lycium puberulum A. Gray"
"542","Lycium_pumilum",12,NA,"Lycium pumilum Dammer"
"543","Lycium_pumilum",12,NA,"Lycium pumilum Dammer"
"544","Lycium_rachidocladum",12,NA,"Lycium rachidocladum Dunal"
"545","Lycium_ruthenicum",12,NA,"Lycium ruthenicum Murray"
"546","Lycium_schweinfurthii",12,NA,"Lycium schweinfurthii Dammer"
"547","Lycium_shawii",12,NA,"Lycium shawii Roem. & Schult."
"548","Lycium_shawii",12,NA,"Lycium shawii Roem. & Schult."
"549","Lycium_stenophyllum",12,NA,"Lycium stenophyllum J. Rémy"
"550","Lycium_acutifolium",12,NA,"Lycium acutifolium E. Mey. ex Dunal"
"551","Lycium_acutifolium",12,NA,"Lycium acutifolium E. Mey. ex Dunal"
"552","Lycium_tenuispinosum_var._friesii",12,NA,"Lycium tenuispinosum var. friesii (Dammer) C. H. Hitchc."
"553","Lycium_tenuispinosum_var._friesii",12,NA,"Lycium tenuispinosum var. friesii (Dammer) C. H. Hitchc."
"554","Lycium_tenuispinosum",12,NA,"Lycium tenuispinosum S. B. Jones & W. Z. Faust"
"555","Lycium_tenuispinosum",12,NA,"Lycium tenuispinosum S. B. Jones & W. Z. Faust"
"556","Lycium_tetrandrum",36,NA,"Lycium tetrandrum Thunb."
"557","Lycium_tetrandrum",36,NA,"Lycium tetrandrum Thunb."
"558","Lycium_torreyi",12,NA,"Lycium torreyi A. Gray"
"559","Lycium_torreyi",12,NA,"Lycium torreyi A. Gray"
"560","Lycium_torreyi",12,NA,"Lycium torreyi A. Gray"
"561","Lycium_villosum",24,NA,"Lycium villosum Schinz"
"562","Lycium_vimineum",12,NA,"Lycium vimineum Miers"
"563","Solanum_lycopersicum",12,NA,"Solanum lycopersicum L."
"564","Mandragora_officinalis",42,NA,"Mandragora officinalis Mill."
"565","Mandragora_caulescens",24,NA,"Mandragora caulescens C. B. Clarke"
"566","Margaranthus_solanaceous",12,NA,"Margaranthus solanaceous Schltdl."
"567","Metternichia_princeps",13,NA,"Metternichia princeps Mik."
"568","Nicotiana_acaulis",12,NA,"Nicotiana acaulis Speg."
"569","Nicotiana_acuminata",12,NA,"Nicotiana acuminata (Graham) Hook."
"570","Nicotiana_acuminata",12,NA,"Nicotiana acuminata (Graham) Hook."
"571","Nicotiana_acuminata",12,NA,"Nicotiana acuminata (Graham) Hook."
"572","Nicotiana_acuminata",12,NA,"Nicotiana acuminata (Graham) Hook."
"573","Nicotiana_acuminata_var._multiflora",12,NA,"Nicotiana acuminata var. multiflora Reiche"
"574","Nicotiana_africana",23,NA,"Nicotiana africana Merxm."
"575","Nicotiana_alata",9,NA,"Nicotiana alata Link & Otto"
"576","Nicotiana_alata",9,NA,"Nicotiana alata Link & Otto"
"577","Nicotiana_alata",9,NA,"Nicotiana alata Link & Otto"
"578","Nicotiana_alata",9,NA,"Nicotiana alata Link & Otto"
"579","Nicotiana_arentsii",24,NA,"Nicotiana arentsii Goodsp."
"580","Nicotiana_tabacum",12,NA,"Nicotiana tabacum L."
"581","Nicotiana_tabacum",12,NA,"Nicotiana tabacum L."
"582","Nicotiana_benavidesii",12,NA,"Nicotiana benavidesii Goodsp."
"583","Nicotiana_benthamiana",19,NA,"Nicotiana benthamiana Domin"
"584","Nicotiana_bigelovii_var._quadrivalvis",24,NA,"Nicotiana bigelovii var. quadrivalvis (Pursh) East"
"585","Nicotiana_bigelovii",24,NA,"Nicotiana bigelovii (Torr.) S. Watson"
"586","Nicotiana_bigelovii",24,NA,"Nicotiana bigelovii (Torr.) S. Watson"
"587","Nicotiana_bigelovii",24,NA,"Nicotiana bigelovii (Torr.) S. Watson"
"588","Nicotiana_bigelovii",24,NA,"Nicotiana bigelovii (Torr.) S. Watson"
"589","Nicotiana_bonariensis",9,NA,"Nicotiana bonariensis Lehm."
"590","Nicotiana_bonariensis",9,NA,"Nicotiana bonariensis Lehm."
"591","Nicotiana_bonariensis",9,NA,"Nicotiana bonariensis Lehm."
"592","Nicotiana_bonariensis",9,NA,"Nicotiana bonariensis Lehm."
"593","Nicotiana_burbidgeae",21,NA,"Nicotiana burbidgeae Symon"
"594","Nicotiana_pauciflora",12,NA,"Nicotiana pauciflora J. Rémy"
"595","Nicotiana_plumbaginifolia",12,NA,"Nicotiana plumbaginifolia Viv."
"596","Nicotiana_plumbaginifolia",12,NA,"Nicotiana plumbaginifolia Viv."
"597","Nicotiana_clevelandii",24,NA,"Nicotiana clevelandii A. Gray"
"598","Nicotiana_cordifolia",12,NA,"Nicotiana cordifolia Phil."
"599","Nicotiana_cordifolia",12,NA,"Nicotiana cordifolia Phil."
"600","Nicotiana_corymbosa",12,NA,"Nicotiana corymbosa Remy"
"601","Nicotiana_corymbosa_var._australis",12,NA,"Nicotiana corymbosa var. australis Goodsp."
"602","Nicotiana_corymbosa",12,NA,"Nicotiana corymbosa Remy"
"603","Nicotiana_corymbosa",12,NA,"Nicotiana corymbosa Remy"
"604","Nicotiana_cutleri",12,NA,"Nicotiana cutleri D'Arcy"
"605","Nicotiana_debneyi",24,NA,"Nicotiana debneyi Domin"
"606","Nicotiana_debneyi",24,NA,"Nicotiana debneyi Domin"
"607","Nicotiana_eastii",32,NA,"Nicotiana eastii Kostov"
"608","Nicotiana_forgetiana",9,NA,"Nicotiana forgetiana hort. ex Hemsl."
"609","Nicotiana_forgetiana",9,NA,"Nicotiana forgetiana hort. ex Hemsl."
"610","Nicotiana_fragrans",24,NA,"Nicotiana fragrans Bernh. ex Steud."
"611","Nicotiana_fragrans",24,NA,"Nicotiana fragrans Bernh. ex Steud."
"612","Nicotiana_fragrans",24,NA,"Nicotiana fragrans Hook."
"613","Nicotiana_glauca",12,NA,"Nicotiana glauca Graham"
"614","Nicotiana_glauca",12,NA,"Nicotiana glauca Graham"
"615","Nicotiana_glauca",12,NA,"Nicotiana glauca Graham"
"616","Nicotiana_glutinosa",12,NA,"Nicotiana glutinosa L."
"617","Nicotiana_glutinosa",12,NA,"Nicotiana glutinosa L."
"618","Nicotiana_gossei",18,NA,"Nicotiana gossei Domin"
"619","Nicotiana_gossei",18,NA,"Nicotiana gossei Domin"
"620","Nicotiana_heterantha",24,NA,"Nicotiana heterantha Symon & Kenneally"
"621","Nicotiana_kawakamii",12,NA,"Nicotiana kawakamii Y. Ohashi"
"622","Nicotiana_knightiana",12,NA,"Nicotiana knightiana Goodsp."
"623","Nicotiana_langsdorffii",9,NA,"Nicotiana langsdorffii Weinmann"
"624","Nicotiana_langsdorffii",9,NA,"Nicotiana langsdorffii Weinmann"
"625","Nicotiana_langsdorffii",9,NA,"Nicotiana langsdorffii Weinmann"
"626","Nicotiana_langsdorffii",9,NA,"Nicotiana langsdorffii Weinmann"
"627","Nicotiana_linearis",12,NA,"Nicotiana linearis Phil."
"628","Nicotiana_longiflora",10,NA,"Nicotiana longiflora Cav."
"629","Nicotiana_longiflora",10,NA,"Nicotiana longiflora Cav."
"630","Nicotiana_longiflora",10,NA,"Nicotiana longiflora Cav."
"631","Nicotiana_miersii",12,NA,"Nicotiana miersii J. Rémy"
"632","Nicotiana_miersii",12,NA,"Nicotiana miersii J. Rémy"
"633","Nicotiana_miersii",12,NA,"Nicotiana miersii J. Rémy"
"634","Nicotiana_mutabilis",9,NA,"Nicotiana mutabilis Stehmann & Semir"
"635","Nicotiana_mutabilis",9,NA,"Nicotiana mutabilis Stehmann & Semir"
"636","Nicotiana_mutabilis",9,NA,"Nicotiana mutabilis Stehmann & Semir"
"637","Nicotiana_noctiflora",12,NA,"Nicotiana noctiflora Hook."
"638","Nicotiana_paa",12,NA,"Nicotiana paa M. -Crov."
"639","Nicotiana_paa",12,NA,"Nicotiana paa M. -Crov."
"640","Nicotiana_noctiflora",12,NA,"Nicotiana noctiflora Hook."
"641","Nicotiana_obtusifolia",12,NA,"Nicotiana obtusifolia M. Martens & Galeotti"
"642","Nicotiana_otophora",12,NA,"Nicotiana otophora Griseb."
"643","Nicotiana_paa",12,NA,"Nicotiana paa M. -Crov."
"644","Nicotiana_palmeri",12,NA,"Nicotiana palmeri A. Gray"
"645","Nicotiana_petunioides",12,NA,"Nicotiana petunioides (Griseb.) Millán"
"646","Nicotiana_petunioides",12,NA,"Nicotiana petunioides (Griseb.) Millán"
"647","Nicotiana_paniculata",12,NA,"Nicotiana paniculata L."
"648","Nicotiana_paniculata",12,NA,"Nicotiana paniculata L."
"649","Nicotiana_paniculata",12,NA,"Nicotiana paniculata L."
"650","Nicotiana_pauciflora",12,NA,"Nicotiana pauciflora J. Rémy"
"651","Nicotiana_petunioides",12,NA,"Nicotiana petunioides (Griseb.) Millán"
"652","Nicotiana_plumbaginifolia",10,NA,"Nicotiana plumbaginifolia Viv."
"653","Nicotiana_plumbaginifolia",10,NA,"Nicotiana plumbaginifolia Viv."
"654","Nicotiana_plumbaginifolia",10,NA,"Nicotiana plumbaginifolia Viv."
"655","Nicotiana_quadrivalvis",24,NA,"Nicotiana quadrivalvis Pursh"
"656","Nicotiana_repanda",24,NA,"Nicotiana repanda Lehm."
"657","Nicotiana_repanda",24,NA,"Nicotiana repanda Lehm."
"658","Nicotiana_rosulata",20,NA,"Nicotiana rosulata (Moore) Domin"
"659","Nicotiana_suaveolens_var._rotundifolia",22,NA,"Nicotiana suaveolens var. rotundifolia (Lindl.) Comes"
"660","Nicotiana_suaveolens_var._rotundifolia",22,NA,"Nicotiana suaveolens var. rotundifolia (Lindl.) Comes"
"661","Nicotiana_rustica",24,NA,"Nicotiana rustica L."
"662","Nicotiana_rustica",24,NA,"Nicotiana rustica L."
"663","Nicotiana_setchellii",12,NA,"Nicotiana setchellii Goodsp."
"664","Nicotiana_solanifolia",12,NA,"Nicotiana solanifolia Walp."
"665","Nicotiana_solanifolia",12,NA,"Nicotiana solanifolia Walp."
"666","Nicotiana_spegazzinii",12,NA,"Nicotiana spegazzinii Millán"
"667","Nicotiana_stocktonii",24,NA,"Nicotiana stocktonii Brandegee"
"668","Nicotiana_stocktonii",24,NA,"Nicotiana stocktonii Brandegee"
"669","Nicotiana_suaveolens",16,NA,"Nicotiana suaveolens Lehm."
"670","Nicotiana_suaveolens",16,NA,"Nicotiana suaveolens Lehm."
"671","Nicotiana_sylvestris",12,NA,"Nicotiana sylvestris Speg. & S. Comes"
"672","Nicotiana_sylvestris",12,NA,"Nicotiana sylvestris Speg. & S. Comes"
"673","Nicotiana_tabacum",24,NA,"Nicotiana tabacum L."
"674","Nicotiana_tabacum",24,NA,"Nicotiana tabacum L."
"675","Nicotiana_tabacum",24,NA,"Nicotiana tabacum L."
"676","Nicotiana_thyrsiflora",12,NA,"Nicotiana thyrsiflora Goodsp."
"677","Nicotiana_tomentosa",12,NA,"Nicotiana tomentosa Ruiz & Pav."
"678","Nicotiana_tomentosa",12,NA,"Nicotiana tomentosa Ruiz & Pav."
"679","Nicotiana_tomentosa",12,NA,"Nicotiana tomentosa Ruiz & Pav."
"680","Nicotiana_tomentosiformis",12,NA,"Nicotiana tomentosiformis Goodsp."
"681","Nicotiana_tomentosiformis",12,NA,"Nicotiana tomentosiformis Goodsp."
"682","Nicotiana_trigonophylla",12,NA,"Nicotiana trigonophylla Dunal"
"683","Nicotiana_trigonophylla",12,NA,"Nicotiana trigonophylla Dunal"
"684","Nicotiana_undulata",12,NA,"Nicotiana undulata Ruiz & Pav."
"685","Nicotiana_undulata",12,NA,"Nicotiana undulata Ruiz & Pav."
"686","Nicotiana_wigandioides",12,NA,"Nicotiana wigandioides Koch & Fintelmann"
"687","Nicotiana_wigandioides",12,NA,"Nicotiana wigandioides Koch & Fintelmann"
"688","Nierembergia_aristata",8,NA,"Nierembergia aristata D. Don"
"689","Nierembergia_aristata",24,NA,"Nierembergia aristata D. Don"
"690","Nierembergia_browallioides",8,NA,"Nierembergia browallioides Griseb."
"691","Nierembergia_calycina",8,NA,"Nierembergia calycina Hook."
"692","Nierembergia_ericoides",9,NA,"Nierembergia ericoides Miers"
"693","Nierembergia_linariifolia",8,NA,"Nierembergia linariifolia Graham"
"694","Nierembergia_linariifolia",8,NA,"Nierembergia linariifolia Graham"
"695","Nierembergia_linariifolia",9,NA,"Nierembergia linariifolia Graham"
"696","Nierembergia_linariifolia",9,NA,"Nierembergia linariifolia Graham"
"697","Nierembergia_pulchella",8,NA,"Nierembergia pulchella Miers"
"698","Nierembergia_repens",8,NA,"Nierembergia repens Ruiz & Pav."
"699","Nierembergia_rigida",8,NA,"Nierembergia rigida Miers"
"700","Nierembergia_rigida",9,NA,"Nierembergia rigida Miers"
"701","Nierembergia_rigida",16,NA,"Nierembergia rigida Miers"
"702","Nierembergia_rivularis",8,NA,"Nierembergia rivularis Miers"
"703","Nierembergia_scoparia",9,NA,"Nierembergia scoparia Sendtn."
"704","Nierembergia_scoparia",9,NA,"Nierembergia scoparia Sendtn."
"705","Nierembergia_tucumanensis",8,NA,"Nierembergia tucumanensis Millán"
"706","Nolana_paradoxa",12,NA,"Nolana paradoxa Lindl."
"707","Nolana_paradoxa",12,NA,"Nolana paradoxa Lindl."
