Date,Trap co-ordinate 1,Trap co-ordinate 2,New/Recap,Spp.,Tag (one),Tag (two),Sex,Age,Wt,Condition,Remarks
5-Aug-86,60,20,R,Pm,273,274,F,OW,23,NL,
5-Aug-86,0,240,R,Pm,2284,2288,F,OW,23,NL,
5-Aug-86,60,320,R,Pm,2290,4585,M,OW,21,S,
5-Aug-86,20,120,R,Pm,4427,4428,M,OW,24,S,
5-Aug-86,40,60,R,Pm,4468,4910,F,OW,27,L,
5-Aug-86,20,160,R,Pm,4988,4989,F,OW,24,Preg,
5-Aug-86,-80,220,R,Pm,5017,5018,F,OW,25,L/Preg,
5-Aug-86,80,340,R,Pm,5033,5034,F,OW,22.5,L,
5-Aug-86,60,260,R,Pm,5045,5100,F,OW,22.5,NL,
5-Aug-86,40,300,R,Pm,5047,5048,M,OW,19.5,S,
5-Aug-86,60,200,R,Pm,5145,5146,F,YY,19.5,NL,
5-Aug-86,120,0,R,Pm,5332,5333,M,YY,18.5,Imm,
5-Aug-86,60,160,R,Pm,5334,5335,F,YY,14,Imm,
5-Aug-86,40,360,R,Pm,5336,5337,M,YY,18,Imm,
5-Aug-86,100,60,R,Pm,5344,5345,M,YY,18.5,Imm,
5-Aug-86,20,180,R,Pm,5348,5350,F,YY,15,Imm,
5-Aug-86,-20,220,R,Pm,5351,5352,F,YY,15,Imm,
5-Aug-86,40,200,R,Pm,5353,5354,M,YY,16.5,Imm,
5-Aug-86,20,260,R,Pm,5357,5358,M,YY,16,Imm,
5-Aug-86,20,220,R,Pm,5363,5364,F,YY,17.5,Imm,
5-Aug-86,20,320,R,Pm,5365,5366,F,YY,18,Imm,new tags 5719/20
5-Aug-86,120,20,R,Pm,5367,5368,F,YY,16,Imm,
5-Aug-86,100,20,R,Pm,5383,5384,F,YY,16.5,Imm,
5-Aug-86,60,0,R,Pm,5385,5386,M,YY,16.5,Imm,
5-Aug-86,80,20,R,Pm,5389,5438,M,YY,15,Imm,
5-Aug-86,0,220,R,Pm,5391,5428,M,YY,17.5,Imm,
5-Aug-86,100,40,R,Pm,5394,5395,F,YY,15,Imm,
5-Aug-86,20,20,R,Pm,5421,5458,M,YY,16.5,Imm,
5-Aug-86,20,200,R,Pm,5425,5426,F,YY,16,Imm,
5-Aug-86,140,0,R,Pm,5431,5432,M,YY,18,Imm,
5-Aug-86,40,60,R,Pm,5433,5434,M,YY,12.5,Imm,
5-Aug-86,20,40,R,Pm,5435,5436,M,YY,14,Imm,
5-Aug-86,80,0,R,Pm,5459,5460,M,YY,16,Imm,
5-Aug-86,40,60,R,Pm,5470,5471,F,YY,13.5,Imm,
5-Aug-86,100,240,R,Pm,5472,5473,M,YY,14.5,Imm,
5-Aug-86,40,140,R,Pm,5474,5475,F,YY,14,Imm,
5-Aug-86,40,320,R,Pm,6023,6024,M,YY,16,Imm,
5-Aug-86,-80,220,R,Pm,6038,6039,F,YY,15.5,Imm,
5-Aug-86,20,80,R,Pm,6044,6045,F,YY,16,Imm,
5-Aug-86,40,280,R,Pm,6048,6049,M,YY,15,Imm,
5-Aug-86,60,40,R,Pm,6051,6052,F,YY,13,Imm,
5-Aug-86,80,80,R,Pm,6061,6062,F,YY,14.5,Imm,
5-Aug-86,80,40,R,Pm,6063,6064,M,YY,16,Imm,
5-Aug-86,60,140,R,Pm,6069,6070,F,YY,13.5,Imm,
5-Aug-86,-60,240,R,Pm,6071,,M,YY,16.5,Imm,
5-Aug-86,80,0,R,Pm,6072,6075,M,YY,15.5,Imm,
5-Aug-86,-80,240,R,Pm,6095,6096,F,YY,17,Imm,
5-Aug-86,60,220,R,Pm,6097,6098,M,YY,12.5,Imm,
5-Aug-86,40,0,R,Pm,6105,6106,M,YY,16,Imm,
5-Aug-86,60,260,R,Pm,6107,6108,M,YY,9.5,Imm,
5-Aug-86,20,360,R,Pm,6113,6114,F,YY,17,Imm,
5-Aug-86,20,340,R,Pm,6132,6133,F,YY,14,Imm,
5-Aug-86,80,240,R,Pm,6134,6135,F,YY,11,Imm,
5-Aug-86,60,280,R,Pm,6136,6137,M,YY,14.5,Imm,
5-Aug-86,40,200,R,Pm,6138,6139,M,YY,15.5,Imm,
5-Aug-86,-40,240,N,Pm,6152,6153,F,YY,15,Imm,
5-Aug-86,80,40,N,Pm,6184,6185,M,YY,12,Imm,
5-Aug-86,80,360,,Pm,6186,6187,F,OW,20,NL,
5-Aug-86,80,280,N,Pm,6188,6189,F,YY,11,Imm,
6-Aug-86,80,120,R,Pm,263,5004,M,OW,23.5,S,
6-Aug-86,60,20,R,Pm,273,274,F,OW,23.5,NL,
6-Aug-86,60,300,R,Pm,2290,4585,M,OW,20.5,S,
6-Aug-86,40,60,R,Pm,4427,4428,M,OW,20.5,S,
6-Aug-86,-80,240,R,Pm,5017,5018,F,OW,25,NL,
6-Aug-86,60,320,R,Pm,5033,5034,F,OW,21,L,
6-Aug-86,20,320,R,Pm,5045,5100,F,OW,22.5,NL,
6-Aug-86,0,200,R,Pm,5096,5097,M,OW,20,NS,
6-Aug-86,60,180,R,Pm,5145,5146,F,YY,18.5,NL,
6-Aug-86,120,20,R,Pm,5332,5333,M,YY,16.5,Imm,
6-Aug-86,60,140,R,Pm,5334,5335,F,YY,14,Imm,
6-Aug-86,80,140,R,Pm,5334,5335,F,YY,14,Imm,
6-Aug-86,40,360,R,Pm,5336,5337,M,YY,16.5,Imm,
6-Aug-86,40,160,R,Pm,5348,5350,F,YY,15.5,Imm,
6-Aug-86,40,120,R,Pm,5351,5352,F,YY,13.5,Imm,
6-Aug-86,0,240,R,Pm,5353,5354,M,YY,16,Imm,
6-Aug-86,60,160,R,Pm,5357,5358,M,YY,16,Imm,
6-Aug-86,40,200,R,Pm,5363,5364,F,YY,17,Imm,
6-Aug-86,60,320,R,Pm,5365,5366,F,YY,17.5,Imm,new tags 5719/20
6-Aug-86,100,20,R,Pm,5367,5368,F,YY,16.5,Imm,
6-Aug-86,120,0,R,Pm,5383,5384,F,YY,16,Imm,
6-Aug-86,80,20,R,Pm,5385,5386,M,YY,15,Imm,
6-Aug-86,80,0,R,Pm,5389,5438,M,YY,15,Imm,
6-Aug-86,-20,240,R,Pm,5391,5428,M,YY,15.5,Imm,
6-Aug-86,100,40,R,Pm,5394,5395,F,YY,14,Imm,
6-Aug-86,100,0,R,Pm,5415,5416,F,YY,14.5,Imm,
6-Aug-86,20,20,R,Pm,5421,5458,M,YY,15,Imm,
6-Aug-86,40,180,R,Pm,5425,5426,F,YY,15.5,Imm,
6-Aug-86,120,0,R,Pm,5431,5432,M,YY,17.5,Imm,
6-Aug-86,40,0,R,Pm,5433,5434,M,YY,14.5,Imm,
6-Aug-86,20,40,R,Pm,5435,5436,M,YY,13,Imm,
6-Aug-86,100,60,R,Pm,5443,5444,M,YY,18,Imm,
6-Aug-86,80,0,R,Pm,5459,5460,M,YY,13,Imm,
6-Aug-86,40,40,R,Pm,5470,5471,F,YY,14,Imm,
6-Aug-86,20,200,R,Pm,5472,5473,M,YY,15,Imm,
6-Aug-86,20,180,R,Pm,5474,5475,F,YY,13.5,Imm,
6-Aug-86,100,220,R,Pm,6003,6004,M,YY,15,Imm,
6-Aug-86,60,40,R,Pm,6051,6052,F,YY,13,Imm,
6-Aug-86,80,40,R,Pm,6063,6064,M,YY,15,Imm,
6-Aug-86,80,180,R,Pm,6069,6070,F,YY,14,Imm,
6-Aug-86,80,20,R,Pm,6072,6075,M,YY,14.5,Imm,
6-Aug-86,80,80,R,Pm,6089,6090,M,YY,15,Imm,
6-Aug-86,60,180,R,Pm,6097,6098,M,YY,12,Imm,
6-Aug-86,40,240,R,Pm,6109,6110,F,YY,14,Imm,
6-Aug-86,40,340,R,Pm,6132,6133,F,YY,12.5,dead,dead
6-Aug-86,80,260,R,Pm,6134,6135,F,YY,10.5,Imm,
6-Aug-86,40,200,R,Pm,6138,6139,M,YY,15.5,Imm,
6-Aug-86,20,80,N,Pm,6154,6155,F,YY,13.5,Imm,
6-Aug-86,80,340,N,Pm,6156,6157,F,YY,13,Imm,
6-Aug-86,80,40,R,Pm,6184,6185,M,YY,11.5,Imm,
6-Aug-86,60,360,R,Pm,6186,6187,F,OW,20.5,NL,
11-Aug-86,60,40,,Pm,,,,,,,
11-Aug-86,0,220,,Pm,,,,YY,,,
11-Aug-86,80,120,R,Pm,263,5004,M,OW,26,S,
11-Aug-86,20,240,R,Pm,2284,2288,F,OW,22,NL,
11-Aug-86,60,320,R,Pm,2290,4585,M,OW,22,S,
11-Aug-86,20,40,R,Pm,4427,4428,M,OW,23,S,
11-Aug-86,20,0,R,Pm,4468,4910,F,OW,30,NL,
11-Aug-86,20,300,R,Pm,4988,4989,F,OW,26,Preg,
11-Aug-86,-80,220,R,Pm,5017,5018,F,OW,26,NL,
11-Aug-86,60,340,R,Pm,5033,5034,F,OW,22.5,L,
11-Aug-86,40,320,R,Pm,5045,5100,F,OW,25,NL,
11-Aug-86,20,300,R,Pm,5047,5048,M,OW,22.5,S,
11-Aug-86,-40,220,R,Pm,5096,5097,M,OW,24,S,
11-Aug-86,60,200,R,Pm,5145,5146,F,YY,20,NB,
11-Aug-86,120,0,R,Pm,5332,5333,M,YY,19.5,Imm,
11-Aug-86,20,260,R,Pm,5334,5335,F,YY,15.5,Imm,
11-Aug-86,40,340,R,Pm,5336,5337,M,YY,19.5,Imm,
11-Aug-86,100,60,R,Pm,5344,5345,M,YY,19,Imm,
11-Aug-86,20,200,R,Pm,5348,5350,F,YY,16,Imm,
11-Aug-86,20,200,R,Pm,5351,5352,F,YY,15,Imm,
11-Aug-86,40,300,R,Pm,5353,5354,M,YY,14.5,Imm,
11-Aug-86,20,280,R,Pm,5355,5356,M,YY,16,Imm,
11-Aug-86,0,240,R,Pm,5357,5358,M,YY,17,Imm,
11-Aug-86,20,200,R,Pm,5363,5364,F,YY,18,Imm,
11-Aug-86,60,320,R,Pm,5365,5366,F,YY,18.5,Imm,new tags 5719/20
11-Aug-86,120,20,R,Pm,5367,5368,F,YY,17,Imm,
11-Aug-86,80,100,R,Pm,5383,5384,F,YY,16.5,Imm,
11-Aug-86,100,0,R,Pm,5385,5386,M,YY,16.5,Imm,
11-Aug-86,80,20,R,Pm,5389,5438,M,YY,15,Imm,
11-Aug-86,-20,240,R,Pm,5391,5428,M,YY,17,Imm,
11-Aug-86,100,20,R,Pm,5394,5395,F,YY,15.5,Imm,
11-Aug-86,80,0,R,Pm,5415,5416,F,YY,16,Imm,
11-Aug-86,20,120,R,Pm,5421,5458,M,YY,18.5,Imm,
11-Aug-86,100,40,R,Pm,5431,5432,M,YY,18,Imm,
11-Aug-86,20,0,R,Pm,5433,5434,M,YY,15.5,Imm,
11-Aug-86,40,80,R,Pm,5435,5436,M,YY,14,Imm,
11-Aug-86,80,80,R,Pm,5443,5444,M,YY,20,Imm,
11-Aug-86,20,20,R,Pm,5470,5471,F,YY,15.5,Imm,
11-Aug-86,20,20,R,Pm,5470,5471,F,YY,15.5,Imm,
11-Aug-86,0,220,R,Pm,5472,5473,M,YY,15,Imm,
11-Aug-86,40,180,R,Pm,5474,5475,F,YY,16,Imm,
11-Aug-86,40,260,R,Pm,6005,6006,F,YY,17,Imm,
11-Aug-86,20,330,R,Pm,6023,6024,M,YY,15.5,Imm,
11-Aug-86,-80,220,R,Pm,6038,6039,F,YY,16,Imm,
11-Aug-86,-40,240,R,Pm,6040,6041,F,YY,16.5,Imm,
11-Aug-86,0,60,R,Pm,6044,6045,F,YY,18,Imm,
11-Aug-86,40,280,R,Pm,6048,6049,M,YY,15,Imm,
11-Aug-86,80,40,R,Pm,6051,6052,F,YY,13,Imm,
11-Aug-86,60,60,R,Pm,6061,6062,F,YY,15,Imm,
11-Aug-86,60,60,R,Pm,6063,6064,M,YY,15,Imm,
11-Aug-86,40,200,R,Pm,6069,6070,F,YY,15.5,Imm,
11-Aug-86,-20,220,R,Pm,6071,,M,YY,12,Imm,
11-Aug-86,80,0,R,Pm,6072,6075,M,YY,18,Imm,
11-Aug-86,80,80,R,Pm,6089,6090,M,YY,16.5,Imm,
11-Aug-86,40,0,R,Pm,6105,6106,M,YY,18,Imm,
11-Aug-86,80,320,R,Pm,6107,6108,M,YY,13,Imm,
11-Aug-86,40,240,R,Pm,6109,6110,F,YY,15,Imm,
11-Aug-86,80,260,R,Pm,6134,6135,F,YY,13,Imm,
11-Aug-86,20,340,R,Pm,6138,6139,M,YY,16.5,Imm,
11-Aug-86,20,360,R,Pm,6140,6141,F,YY,15.5,Imm,
11-Aug-86,-80,240,R,Pm,6152,6153,F,YY,17,Imm,
11-Aug-86,20,60,R,Pm,6154,6155,F,YY,15,Imm,
11-Aug-86,80,360,R,Pm,6156,6157,F,YY,13,Imm,
11-Aug-86,60,360,R,Pm,6186,6187,F,OW,21.5,NB,
11-Aug-86,60,300,R,Pm,6188,6189,F,YY,16,Imm,
12-Aug-86,80,340,,Pm,,,,YY,,,
12-Aug-86,80,100,R,Pm,263,5004,M,OW,25,S,
12-Aug-86,100,0,R,Pm,273,274,F,OW,21,NL,
12-Aug-86,20,280,R,Pm,2284,2288,F,OW,20,NL,
12-Aug-86,60,320,R,Pm,2290,4585,M,OW,20.5,S,
12-Aug-86,40,20,R,Pm,4427,4428,M,OW,20.5,NS,
12-Aug-86,40,0,R,Pm,4468,4910,F,OW,26,NL,
12-Aug-86,20,300,R,Pm,4988,4989,F,OW,26,Preg,
12-Aug-86,-80,240,R,Pm,5017,5018,F,OW,26,Preg,
12-Aug-86,40,360,R,Pm,5033,5034,F,OW,22,L,
12-Aug-86,60,280,R,Pm,5045,5100,F,OW,22,NL,
12-Aug-86,20,320,R,Pm,5047,5048,M,OW,21,S,
12-Aug-86,60,200,R,Pm,5145,5146,F,YY,17.5,NB,
12-Aug-86,100,40,R,Pm,5332,5333,M,YY,15.5,Imm,
12-Aug-86,40,320,R,Pm,5336,5337,M,YY,16.5,Imm,
12-Aug-86,80,80,R,Pm,5344,5345,M,YY,17,Imm,
12-Aug-86,20,140,R,Pm,5348,5350,F,YY,14.5,Imm,
12-Aug-86,-20,240,R,Pm,5351,5352,F,YY,12,Imm,
12-Aug-86,20,300,R,Pm,5353,5354,M,YY,14.5,Imm,
12-Aug-86,20,260,R,Pm,5355,5356,M,YY,13,Imm,
12-Aug-86,0,240,R,Pm,5357,5358,M,YY,16.5,Imm,
12-Aug-86,40,200,R,Pm,5363,5364,F,YY,17.5,Imm,
12-Aug-86,20,260,R,Pm,5365,5366,F,YY,15.5,Imm,new tags 5719/20
12-Aug-86,80,100,R,Pm,5367,5368,F,YY,15,Imm,
12-Aug-86,60,180,R,Pm,5383,5384,F,YY,17,Imm,
12-Aug-86,80,40,R,Pm,5385,5386,M,YY,14,Imm,
12-Aug-86,80,20,R,Pm,5389,5438,M,YY,12.5,Imm,
12-Aug-86,120,20,R,Pm,5394,5395,F,YY,15,Imm,
12-Aug-86,80,0,R,Pm,5415,5416,F,YY,15.5,Imm,
12-Aug-86,20,240,R,Pm,5425,5426,F,YY,14,Imm,
12-Aug-86,100,20,R,Pm,5431,5432,M,YY,17.5,Imm,
12-Aug-86,20,40,R,Pm,5435,5436,M,YY,14,Imm,
12-Aug-86,40,180,R,Pm,5459,5460,M,YY,14.5,Imm,
12-Aug-86,0,60,R,Pm,5470,5471,F,YY,14.5,Imm,
12-Aug-86,0,200,R,Pm,5472,5473,M,YY,15.5,Imm,
12-Aug-86,20,200,R,Pm,5474,5475,F,YY,14.5,Imm,
12-Aug-86,40,240,R,Pm,6005,6006,F,YY,15,Imm,
12-Aug-86,20,120,R,Pm,6044,6045,F,YY,17.5,Imm,
12-Aug-86,60,100,R,Pm,6048,6049,M,YY,14.5,Imm,
12-Aug-86,60,0,R,Pm,6051,6052,F,YY,13,Imm,
12-Aug-86,60,60,R,Pm,6061,6062,F,YY,13.5,Imm,
12-Aug-86,60,80,R,Pm,6063,6064,M,YY,,dead,dead
12-Aug-86,80,180,R,Pm,6065,6066,M,YY,13.5,Imm,
12-Aug-86,60,140,R,Pm,6069,6070,F,YY,13,Imm,
12-Aug-86,-20,220,R,Pm,6071,,M,YY,16.5,Imm,
12-Aug-86,80,180,R,Pm,6073,,M,YY,16,Imm,
12-Aug-86,60,60,R,Pm,6089,6090,M,YY,15.5,Imm,
12-Aug-86,60,240,R,Pm,6097,6098,M,YY,14,Imm,
12-Aug-86,40,0,R,Pm,6105,6106,M,YY,,dead,dead
12-Aug-86,60,320,R,Pm,6107,6108,M,YY,13,Imm,
12-Aug-86,40,100,R,Pm,6127,6128,M,YY,16,Imm,
12-Aug-86,60,280,R,Pm,6134,6135,F,YY,13,Imm,
12-Aug-86,40,260,R,Pm,6136,6137,M,YY,14,Imm,
12-Aug-86,40,280,R,Pm,6138,6139,M,YY,13.5,Imm,
12-Aug-86,20,20,R,Pm,6154,6155,F,YY,13,Imm,
12-Aug-86,80,40,R,Pm,6184,6185,M,YY,13,Imm,
12-Aug-86,80,300,R,Pm,6188,6189,F,YY,12,Imm,
12-Aug-86,40,140,N,Pm,6430,6431,M,YY,14.5,Imm,
12-Aug-86,60,340,N,Pm,6432,6433,F,YY,15,Imm,
12-Aug-86,80,140,N,Pm,6434,6435,M,YY,14.5,Imm,
20-Aug-86,80,140,R,Pm,263,5004,M,OW,25,S,
20-Aug-86,60,0,R,Pm,273,274,F,OW,24,NL,
20-Aug-86,0,240,R,Pm,2284,2288,F,OW,21,NL,
20-Aug-86,60,320,R,Pm,2290,4585,M,OW,21,S,
20-Aug-86,20,0,R,Pm,4427,4428,M,OW,21,NS,
20-Aug-86,80,20,R,Pm,4468,4910,F,OW,21,NL,
20-Aug-86,20,300,R,Pm,4988,4989,F,OW,21,L,
20-Aug-86,-40,220,R,Pm,5017,5018,F,OW,,L,
20-Aug-86,60,320,R,Pm,5033,5034,F,OW,21,NL,
20-Aug-86,20,300,R,Pm,5047,5048,M,OW,,S,
20-Aug-86,60,200,R,Pm,5145,5146,F,YY,18,NB,
20-Aug-86,120,0,R,Pm,5332,5333,M,YY,17,Imm,
20-Aug-86,20,180,R,Pm,5334,5335,F,YY,16,Imm,
20-Aug-86,20,320,R,Pm,5336,5337,M,YY,17.5,Imm,
20-Aug-86,100,60,R,Pm,5344,5345,M,YY,17,Imm,
20-Aug-86,20,160,R,Pm,5351,5352,F,YY,14.5,Imm,
20-Aug-86,20,280,R,Pm,5353,5354,M,YY,15.5,Imm,
20-Aug-86,40,280,R,Pm,5355,5356,M,YY,14,Imm,
20-Aug-86,40,200,R,Pm,5363,5364,F,YY,17,Imm,
20-Aug-86,100,20,R,Pm,5367,5368,F,YY,16,Imm,
20-Aug-86,80,0,R,Pm,5385,5386,M,YY,16,Imm,
20-Aug-86,80,0,R,Pm,5389,5438,M,YY,15,Imm,
20-Aug-86,80,80,R,Pm,5394,5395,F,YY,14.5,Imm,
20-Aug-86,100,0,R,Pm,5415,5416,F,YY,15,Imm,
20-Aug-86,-20,240,R,Pm,5425,5426,F,YY,17,Imm,
20-Aug-86,120,20,R,Pm,5431,5432,M,YY,17.5,Imm,
20-Aug-86,120,0,R,Pm,5443,5444,M,YY,18,Imm,
20-Aug-86,40,20,R,Pm,5459,5460,M,YY,14,Imm,
20-Aug-86,20,40,R,Pm,5470,5471,F,YY,14,Imm,
20-Aug-86,20,180,R,Pm,5472,5473,M,YY,16,Imm,
20-Aug-86,0,200,R,Pm,5474,5475,F,YY,15,Imm,
20-Aug-86,40,240,R,Pm,6005,6006,F,YY,17.5,Imm,
20-Aug-86,40,260,R,Pm,6023,6024,M,YY,15.5,Imm,
20-Aug-86,-40,240,R,Pm,6040,6041,F,YY,14.5,Imm,
20-Aug-86,0,60,R,Pm,6044,6045,F,YY,16.5,Imm,
20-Aug-86,60,40,R,Pm,6051,6052,F,YY,13.5,Imm,
20-Aug-86,60,60,R,Pm,6061,6062,F,YY,14,Imm,
20-Aug-86,40,200,R,Pm,6069,6070,F,YY,13.5,Imm,
20-Aug-86,-20,220,R,Pm,6071,,M,YY,16.5,Imm,
20-Aug-86,80,20,R,Pm,6072,6075,M,YY,15,Imm,
20-Aug-86,60,80,R,Pm,6089,6090,M,YY,16,Imm,
20-Aug-86,-80,240,R,Pm,6091,6092,M,YY,18.5,Imm,
20-Aug-86,60,200,R,Pm,6097,6098,M,YY,16,Imm,
20-Aug-86,80,320,R,Pm,6107,6108,M,YY,14.5,Imm,
20-Aug-86,60,280,R,Pm,6134,6135,F,YY,13.5,Imm,
20-Aug-86,20,240,R,Pm,6136,6137,M,YY,14,Imm,
20-Aug-86,40,100,R,Pm,6154,6155,F,YY,14,Imm,
20-Aug-86,80,60,R,Pm,6184,6185,M,YY,13.5,Imm,
20-Aug-86,80,300,R,Pm,6188,6189,F,YY,14,Imm,
20-Aug-86,-60,240,N,Pm,6442,6443,M,YY,15.5,Imm,
20-Aug-86,-60,200,R,Pm,6442,6443,M,YY,15.5,Imm,
21-Aug-86,40,0,,Pm,,,,YY,14.5,,
21-Aug-86,80,60,,Pm,,,,YY,16,,
21-Aug-86,60,100,,Pm,,,,YY,,,
21-Aug-86,20,300,,Pm,,,,OW,,,
21-Aug-86,100,20,,Pm,,,,YY,,,
21-Aug-86,120,20,,Pm,,,,YY,,,
21-Aug-86,80,120,R,Pm,263,5004,M,OW,24,S,
21-Aug-86,80,20,R,Pm,273,274,F,OW,21,NL,
21-Aug-86,40,300,R,Pm,2284,2288,F,OW,18.5,NL,
21-Aug-86,60,320,R,Pm,2290,4585,M,OW,19,S,
21-Aug-86,40,40,R,Pm,4427,4428,M,OW,19.5,NS,
21-Aug-86,20,0,R,Pm,4468,4910,F,OW,24,NL,
21-Aug-86,60,160,R,Pm,4988,4989,F,OW,23,L,
21-Aug-86,40,360,R,Pm,5033,5034,F,OW,19,L,
21-Aug-86,40,340,R,Pm,5045,5100,F,OW,18.5,NL,
21-Aug-86,220,320,R,Pm,5047,5048,M,OW,23.5,S,
21-Aug-86,60,200,R,Pm,5145,5146,F,YY,17,NB,
21-Aug-86,120,0,R,Pm,5332,5333,M,YY,15.5,Imm,
21-Aug-86,20,280,R,Pm,5334,5335,F,YY,11.5,Imm,
21-Aug-86,60,320,R,Pm,5336,5337,M,YY,17,Imm,
21-Aug-86,80,100,R,Pm,5344,5345,M,YY,16,Imm,
21-Aug-86,-20,240,R,Pm,5351,5352,F,YY,13,Imm,
21-Aug-86,0,240,R,Pm,5353,5354,M,YY,15,Imm,
21-Aug-86,20,260,R,Pm,5355,5356,M,YY,13,Imm,
21-Aug-86,20,240,R,Pm,5357,5358,M,YY,14.5,Imm,
21-Aug-86,40,200,R,Pm,5363,5364,F,YY,15.5,Imm,
21-Aug-86,20,300,R,Pm,5365,5366,F,YY,15.5,Imm,new tags 5719/20
21-Aug-86,120,20,R,Pm,5367,5368,F,YY,14.5,Imm,
21-Aug-86,140,20,R,Pm,5383,5384,F,YY,13.5,dead,dead
21-Aug-86,100,0,R,Pm,5385,5386,M,YY,14.5,Imm,
21-Aug-86,80,0,R,Pm,5389,5438,M,YY,14.5,Imm,
21-Aug-86,0,220,R,Pm,5391,5428,M,YY,16,Imm,
21-Aug-86,100,20,R,Pm,5394,5395,F,YY,13,Imm,
21-Aug-86,80,0,R,Pm,5415,5416,F,YY,13.5,Imm,
21-Aug-86,120,0,R,Pm,5431,5432,M,YY,15,Imm,
21-Aug-86,20,40,R,Pm,5435,5436,M,YY,13,Imm,
21-Aug-86,120,0,R,Pm,5443,5444,M,YY,17.5,Imm,
21-Aug-86,40,20,R,Pm,5459,5460,M,YY,,dead,dead
21-Aug-86,20,20,R,Pm,5470,5471,F,YY,13.5,Imm,
21-Aug-86,0,200,R,Pm,5472,5473,M,YY,14.5,Imm,
21-Aug-86,0,220,R,Pm,5474,5475,F,YY,14.5,Imm,
21-Aug-86,40,280,R,Pm,6005,6006,F,YY,16.5,Imm,
21-Aug-86,40,260,R,Pm,6023,6024,M,YY,13.5,Imm,
21-Aug-86,-40,220,R,Pm,6038,6039,F,YY,15,Imm,
21-Aug-86,-40,240,R,Pm,6040,6041,F,YY,14,Imm,
21-Aug-86,0,60,R,Pm,6044,6045,F,YY,16,Imm,
21-Aug-86,60,40,R,Pm,6051,6052,F,YY,12.5,Imm,
21-Aug-86,80,80,R,Pm,6061,6062,F,YY,14,Imm,
21-Aug-86,40,180,R,Pm,6069,6070,F,YY,13.5,dead,dead
21-Aug-86,-20,220,R,Pm,6071,,M,YY,15,Imm,
21-Aug-86,60,0,R,Pm,6072,6075,M,YY,14,Imm,
21-Aug-86,60,60,R,Pm,6089,6090,M,YY,17,Imm,
21-Aug-86,-80,240,R,Pm,6095,6096,F,YY,16,Imm,
21-Aug-86,60,200,R,Pm,6097,6098,M,YY,15,Imm,
21-Aug-86,80,320,R,Pm,6107,6108,M,YY,13,Imm,
21-Aug-86,60,280,R,Pm,6134,6135,F,YY,12.5,Imm,
21-Aug-86,-60,240,R,Pm,6152,6153,F,YY,16,Imm,
21-Aug-86,20,0,R,Pm,6154,6155,F,YY,12.5,Imm,
21-Aug-86,80,40,R,Pm,6184,6185,M,YY,13,Imm,
21-Aug-86,60,300,R,Pm,6188,6189,F,YY,12,Imm,
21-Aug-86,20,200,R,Pm,6430,6431,M,YY,15.5,Imm,
21-Aug-86,-40,220,R,Pm,6442,6443,M,YY,14.5,Imm,
